time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_testing
1658433881906,0.02,0.06,-0.13,0.33,-4.71,-8.69,-0.33,-0.71,-2.45,x
1658433881923,0.1,0.07,0.07,0.42,-4.7,-8.49,-0.49,-1.06,-1.51,x
1658433881939,0.07,0.06,-0.02,0.39,-4.7,-8.59,0.33,0.27,-1.72,x
1658433881956,0.04,0.03,-0.03,0.36,-4.73,-8.6,0.78,1.25,-0.7,x
1658433881973,0.03,0.01,0.21,0.35,-4.76,-8.36,1.44,-1.51,0.4,x
1658433881989,-0.04,0.02,0.19,0.28,-4.75,-8.38,1.47,-2.19,0.35,x
1658433882006,-0.07,-0.01,0.12,0.24,-4.78,-8.44,0.45,-1.53,0.31,x
1658433882023,0.03,0.09,0.06,0.34,-4.68,-8.5,-0.63,-0.88,1.41,x
1658433882039,0.02,0.05,0.05,0.32,-4.72,-8.52,-0.92,-1.62,0.85,x
1658433882056,-0.02,0,0.02,0.28,-4.77,-8.55,-0.59,-1.07,0.57,x
1658433882073,0.01,0.1,-0.05,0.3,-4.67,-8.62,-0.97,-0.47,0.21,x
1658433882089,0.02,0.07,-0.04,0.31,-4.7,-8.6,-1.66,-0.48,-0.25,x
1658433882106,0.02,0.07,0.03,0.32,-4.7,-8.53,-1.08,-0.92,-0.16,x
1658433882123,0.08,0.07,-0.04,0.37,-4.69,-8.6,0.12,-1.81,0.04,x
1658433882139,0.04,0.03,0.01,0.33,-4.73,-8.55,0.1,-1.84,-0.1,x
1658433882156,0.01,0,-0.02,0.29,-4.76,-8.59,-1.19,0.06,0.07,x
1658433882173,0,0,0.03,0.29,-4.75,-8.54,-1.15,0.02,0.07,x
1658433882189,0.02,0.01,0.03,0.31,-4.74,-8.55,-0.3,-0.76,0.22,x
1658433882205,0.03,0.13,0.02,0.31,-4.62,-8.55,0.92,-2.04,0.54,x
1658433882223,-0.05,0.04,-0.01,0.23,-4.72,-8.58,0.65,-0.34,-0.03,x
1658433882240,-0.07,0.07,0.01,0.2,-4.69,-8.56,-0.23,-0.09,-0.07,x
1658433882256,0.01,0.07,0.02,0.28,-4.68,-8.55,-0.22,-0.8,-0.32,x
1658433882273,0.07,0.03,-0.03,0.34,-4.73,-8.6,-0.64,-1.34,-0.16,x
1658433882289,0.04,0.07,0.02,0.31,-4.68,-8.56,-0.89,-0.83,-0.24,x
1658433882306,0.03,0.01,0.03,0.3,-4.74,-8.54,-1.22,0.36,-0.27,x
1658433882323,-0.03,-0.01,0.1,0.24,-4.75,-8.47,-1.28,0.89,-0.54,x
1658433882339,-0.03,0.08,0.05,0.24,-4.67,-8.53,-0.53,0.71,0.07,x
1658433882356,0.02,0.1,0.06,0.3,-4.64,-8.52,0.14,-0.06,0.06,x
1658433882373,-0.04,-0.01,0.03,0.23,-4.75,-8.55,-0.5,-0.37,-0.77,x
1658433882389,-0.01,0.05,0,0.27,-4.69,-8.59,-1.43,0.38,-0.32,x
1658433882405,0.09,0.06,0.04,0.36,-4.68,-8.54,-1.04,-0.08,0.08,x
1658433882423,0.03,-0.01,-0.06,0.3,-4.75,-8.64,0.67,-0.45,0.23,x
1658433882439,-0.03,-0.02,-0.11,0.25,-4.76,-8.69,0.63,0.86,0.5,x
1658433882456,-0.04,0.03,0.02,0.24,-4.71,-8.56,0.66,0.56,0.32,x
1658433882473,-0.01,0.03,0.05,0.27,-4.71,-8.53,1.42,-0.86,0.11,x
1658433882489,0.03,0.07,0.06,0.3,-4.68,-8.52,0.69,-0.61,0.09,x
1658433882506,0.01,0.08,-0.04,0.28,-4.67,-8.62,0.16,0.71,-0.03,x
1658433882523,0.03,0.03,0.08,0.3,-4.71,-8.49,-0.14,0.48,-0.28,x
1658433882539,0.01,0.02,0.08,0.29,-4.73,-8.49,0.42,0.04,0.09,x
1658433882556,0.02,0.12,0.04,0.3,-4.63,-8.53,1.63,-0.6,0.55,x
1658433882573,-0.01,-0.04,0.07,0.26,-4.79,-8.5,0.9,-0.36,-0.14,x
1658433882589,-0.08,0.01,0.06,0.2,-4.75,-8.51,-0.68,1.13,-0.24,x
1658433882606,0.05,0.05,0.09,0.33,-4.7,-8.48,-0.18,0.32,0.24,x
1658433882623,0.01,-0.01,0.02,0.28,-4.77,-8.55,0.4,-1.1,-0.4,x
1658433882639,-0.04,0.01,0.05,0.23,-4.74,-8.52,-0.69,0.78,-0.18,x
1658433882656,0.04,0.13,-0.01,0.32,-4.62,-8.59,-0.37,1.51,0.31,x
1658433882673,-0.01,-0.01,0.08,0.26,-4.76,-8.49,1.27,-1.64,0.02,x
1658433882689,-0.06,-0.04,0.08,0.22,-4.79,-8.49,0.21,-0.84,-0.26,x
1658433882706,-0.01,0.09,0.02,0.26,-4.66,-8.55,-1.08,1.26,-0.04,x
1658433882723,0.02,0.05,0.07,0.3,-4.7,-8.5,-0.51,-0.47,-0.14,x
1658433882739,0.01,0.02,0.07,0.29,-4.74,-8.5,0.64,-1.93,-0.09,x
1658433882756,0.04,0.07,-0.05,0.31,-4.68,-8.63,-0.21,0.08,0.04,x
1658433882773,0,0.02,0.07,0.27,-4.73,-8.51,-1.73,0.62,-0.16,x
1658433882790,0.01,0.05,0.09,0.29,-4.7,-8.49,-1.81,-0.01,-0.24,x
1658433882806,-0.01,0.03,0,0.27,-4.71,-8.58,-0.67,-0.66,-0.36,x
1658433882823,0.01,0.07,0.01,0.28,-4.67,-8.57,0,-0.95,0.02,x
1658433882839,0.02,0.08,0.03,0.29,-4.66,-8.55,0.01,-0.5,0.02,x
1658433882856,-0.01,-0.04,0.03,0.25,-4.78,-8.55,-0.32,0.21,-0.05,x
1658433882873,0.07,0.08,0.01,0.34,-4.66,-8.57,-0.23,0.34,0.02,x
1658433882889,0.07,0.07,0.02,0.34,-4.67,-8.56,0.05,-0.26,-0.13,x
1658433882906,-0.02,0.02,-0.02,0.25,-4.72,-8.6,-0.22,0.86,-0.07,x
1658433882923,0.04,0.09,0.11,0.31,-4.65,-8.48,-0.75,-0.17,0.09,x
1658433882939,0.03,0.04,0.11,0.3,-4.7,-8.47,0.29,-1.48,-0.19,x
1658433882956,-0.04,0.04,-0.07,0.23,-4.7,-8.65,-0.08,0.14,0.23,x
1658433882973,0.02,0.05,0.13,0.29,-4.69,-8.46,-1.5,0.6,-0.4,x
1658433882989,-0.02,0.01,0.1,0.25,-4.73,-8.49,-1.68,0.65,-0.36,x
1658433883006,0,0.07,0,0.27,-4.66,-8.59,-0.85,0.02,0.12,x
1658433883023,0.04,0.02,0.08,0.31,-4.71,-8.51,0.16,-1.64,-0.24,x
1658433883039,0.02,0.01,0.04,0.28,-4.71,-8.54,-0.25,0.19,0.32,x
1658433883055,-0.01,0.09,-0.02,0.26,-4.64,-8.61,-0.58,0.95,0.03,x
1658433883073,0,0,0.08,0.27,-4.73,-8.51,-0.38,-0.16,-0.19,x
1658433883089,0.04,0.04,-0.01,0.31,-4.68,-8.6,0.36,0.51,0.33,x
1658433883106,0.06,0.05,-0.01,0.33,-4.67,-8.6,0.07,0.02,0.25,x
1658433883123,-0.02,0,0.09,0.25,-4.72,-8.5,-0.06,0.3,0.1,x
1658433883139,-0.01,0.04,0.03,0.26,-4.69,-8.55,-0.16,0.59,-0.19,x
1658433883156,-0.02,0.04,0.05,0.26,-4.69,-8.54,-0.47,0.51,-0.11,x
1658433883173,0.02,0.07,0.07,0.3,-4.65,-8.52,-0.04,-0.39,-0.08,x
1658433883189,0.07,0.06,0.07,0.34,-4.67,-8.52,0.46,-0.8,0.24,x
1658433883206,0.02,0.09,-0.03,0.29,-4.64,-8.62,-0.13,0.59,-0.09,x
1658433883223,-0.08,-0.06,0.03,0.19,-4.78,-8.56,-1.02,1.1,-0.33,x
1658433883239,-0.04,0.02,0.04,0.24,-4.7,-8.55,-0.86,0.94,-0.14,x
1658433883256,0.03,0.03,0.02,0.31,-4.69,-8.57,-0.06,0.12,-0.06,x
1658433883273,0.02,0.05,0.01,0.29,-4.67,-8.58,0.23,0.53,0.36,x
1658433883289,0.01,0.06,0,0.28,-4.66,-8.59,1.04,-0.6,0.2,x
1658433883306,-0.02,-0.01,0.09,0.26,-4.73,-8.5,0.88,-1.18,-0.17,x
1658433883323,0.07,0.13,-0.07,0.34,-4.6,-8.66,0.1,1.08,0.32,x
1658433883339,0.02,0.12,-0.07,0.3,-4.6,-8.66,-0.56,1.05,-0.04,x
1658433883356,0.02,-0.01,0.11,0.3,-4.74,-8.47,0.16,-0.09,-0.22,x
1658433883373,0,0.06,0.04,0.28,-4.67,-8.55,0.58,-0.08,0.15,x
1658433883389,0,0.04,0.06,0.28,-4.69,-8.52,0.77,-0.44,0.13,x
1658433883406,0,0.03,0.04,0.27,-4.7,-8.54,0.26,0.12,0.24,x
1658433883423,0.01,0.04,0.07,0.28,-4.69,-8.51,-0.49,-0.06,-0.05,x
1658433883439,-0.01,-0.01,0.06,0.27,-4.74,-8.53,-0.63,0.04,-0.06,x
1658433883456,0.01,0.07,0.05,0.29,-4.65,-8.54,-0.19,-0.87,0,x
1658433883473,0.01,0.01,-0.01,0.28,-4.71,-8.6,-0.66,-0.25,-0.12,x
1658433883490,-0.01,0.05,-0.04,0.27,-4.67,-8.63,-0.59,1.34,0.22,x
1658433883506,0.03,0.05,0.05,0.31,-4.67,-8.54,0.56,-1.45,-0.1,x
1658433883523,0.03,0.02,0.06,0.31,-4.71,-8.53,0.7,-0.91,0.25,x
1658433883539,-0.01,0.06,-0.04,0.26,-4.67,-8.63,-0.08,0.51,0.06,x
1658433883555,0,0.04,0.01,0.27,-4.69,-8.57,-0.54,0.7,0.18,x
1658433883573,0.01,0.04,0.03,0.28,-4.69,-8.56,0.59,-0.71,-0.13,x
1658433883589,0.05,0.02,0.01,0.32,-4.71,-8.58,0.71,-0.64,0.42,x
1658433883606,0.01,0.07,-0.01,0.28,-4.65,-8.59,0.18,-0.1,0.05,x
1658433883623,-0.08,-0.02,0.08,0.2,-4.75,-8.51,-0.49,0.37,-0.17,x
1658433883639,0,0.08,0.04,0.27,-4.64,-8.54,0,-0.25,-0.03,x
1658433883656,0.07,0.06,-0.03,0.34,-4.66,-8.61,0.49,0.56,0.34,x
1658433883673,0,0.07,0.03,0.27,-4.66,-8.56,0.61,0.67,0.38,x
1658433883689,0,0.01,0.1,0.28,-4.72,-8.49,1.04,0.23,0.2,x
1658433883706,0.02,0.05,0.06,0.29,-4.69,-8.53,0.87,-0.34,0.65,x
1658433883723,0.03,0.03,0.05,0.3,-4.71,-8.54,0.8,0.07,0.63,x
1658433883740,-0.01,0.04,0.01,0.26,-4.7,-8.57,0.49,0.45,0.4,x
1658433883755,0.01,0.05,0.02,0.28,-4.69,-8.57,0.58,-0.04,0.09,x
1658433883773,-0.02,0.05,-0.02,0.26,-4.68,-8.6,-0.05,1.4,0.17,x
1658433883789,0.01,0.08,0.02,0.29,-4.66,-8.56,0.36,1.17,0.07,x
1658433883806,0.04,0.02,0.03,0.31,-4.72,-8.55,1.26,-0.76,0.33,x
1658433883823,0.02,0.03,0.05,0.3,-4.72,-8.53,1.29,-0.51,0.26,x
1658433883839,0,0.02,0.03,0.27,-4.73,-8.55,0.38,-0.01,0.45,x
1658433883856,-0.02,0.05,0.12,0.25,-4.7,-8.45,0.2,-0.48,0.11,x
1658433883873,0.05,0.02,0.03,0.32,-4.73,-8.55,-0.02,0.05,0.34,x
1658433883889,0.05,0.07,-0.04,0.32,-4.68,-8.62,0.04,0.31,0.56,x
1658433883906,-0.01,-0.02,0.04,0.26,-4.76,-8.53,0.33,-1.13,0.33,x
1658433883923,0.04,0.04,0.05,0.3,-4.71,-8.53,0.44,-0.62,0.59,x
1658433883939,-0.01,0.04,0,0.26,-4.71,-8.58,0.96,-0.5,0.66,x
1658433883956,-0.01,0.04,0.08,0.25,-4.71,-8.49,1.48,-1.06,0.78,x
1658433883973,0.03,0.04,0.11,0.29,-4.71,-8.46,0.73,-0.88,0.48,x
1658433883989,0.03,0.04,0.08,0.28,-4.72,-8.49,-0.41,0.03,0.18,x
1658433884006,-0.03,0.06,0.02,0.22,-4.7,-8.55,-0.43,-0.96,-0.06,x
1658433884023,0.06,0.08,0.02,0.31,-4.68,-8.56,0.26,-1.58,0.23,x
1658433884039,0.02,0.09,-0.07,0.27,-4.67,-8.64,0.82,-1.56,0.5,x
1658433884056,-0.03,0.02,0.08,0.22,-4.74,-8.5,0.45,-0.14,0.17,x
1658433884073,0,0.01,-0.02,0.25,-4.75,-8.59,0.03,1.34,0.16,x
1658433884089,-0.04,0,0,0.21,-4.76,-8.57,0.4,0.75,-0.01,x
1658433884106,0.03,0.05,0.01,0.28,-4.71,-8.56,0.75,-0.79,0,x
1658433884123,0.03,0.1,0.05,0.28,-4.67,-8.52,0.55,-0.48,0.44,x
1658433884139,0.04,0.07,-0.01,0.29,-4.7,-8.58,0.94,-0.74,0.51,x
1658433884156,0,0.03,0.05,0.25,-4.74,-8.52,1.3,-0.67,0.41,x
1658433884173,-0.05,-0.02,0.04,0.19,-4.79,-8.52,0.55,-0.12,0.03,x
1658433884189,-0.04,0.02,0.02,0.2,-4.75,-8.55,-0.22,-0.31,0,x
1658433884206,0.02,0.04,0.01,0.27,-4.74,-8.55,0.97,-0.25,-0.07,x
1658433884223,-0.01,0.04,-0.13,0.23,-4.73,-8.69,2.87,-0.26,0.1,x
1658433884239,0.03,0.03,-0.11,0.27,-4.75,-8.66,2.67,-1.11,0.51,x
1658433884256,0.05,0.04,0.25,0.28,-4.75,-8.31,0.97,-0.78,0.33,x
1658433884273,-0.08,0.03,-0.02,0.16,-4.76,-8.57,0.66,0.61,0.13,x
1658433884289,0.03,0.07,-0.03,0.27,-4.72,-8.59,1,-0.56,0.91,x
1658433884306,0.09,0.1,0.01,0.32,-4.7,-8.54,3.97,-1.2,0.84,x
1658433884323,0.05,0.06,-0.19,0.28,-4.75,-8.74,4.21,-0.37,0.72,x
1658433884339,0.06,0.08,-0.12,0.29,-4.74,-8.66,3.82,-0.14,0.93,x
1658433884356,0.07,0.08,-0.03,0.29,-4.75,-8.56,5.26,-1.63,0.99,x
1658433884373,-0.01,0.02,-0.01,0.21,-4.83,-8.54,5.77,-2.56,1.15,x
1658433884389,0.02,0.05,0.04,0.23,-4.8,-8.48,6.16,-3.47,1.6,x
1658433884406,0.01,0.05,0.09,0.2,-4.83,-8.42,6.95,-3.92,1.68,x
1658433884423,-0.07,-0.03,0.14,0.11,-4.91,-8.36,7.04,-4.5,0.52,x
1658433884439,-0.06,-0.04,0.21,0.12,-4.94,-8.29,4.92,-4.73,1.03,x
1658433884456,0.03,0.07,0.24,0.18,-4.84,-8.25,2.5,-6.62,1,x
1658433884473,0,0.05,0.31,0.13,-4.86,-8.17,1.37,-7.9,0.75,x
1658433884489,-0.07,0.07,0.2,0.04,-4.85,-8.28,1.83,-10.15,0.61,x
1658433884506,0.05,0.06,0.2,0.13,-4.87,-8.27,7.15,-13.67,0.82,x
1658433884523,0.16,0.16,-0.2,0.2,-4.79,-8.66,9.4,-16.98,1.84,x
1658433884539,0.19,0.15,0.09,0.19,-4.82,-8.36,8.43,-19.08,1.91,x
1658433884556,0.07,0,0.05,0.02,-5,-8.39,8.64,-17.99,0.79,x
1658433884573,-0.04,-0.02,-0.16,-0.13,-5.04,-8.59,8.53,-16.17,0.1,x
1658433884589,0.02,0.03,-0.09,-0.11,-5,-8.51,6.77,-14.27,-0.52,x
1658433884606,-0.03,-0.02,-0.06,-0.19,-5.07,-8.47,4.1,-9.33,-0.58,x
1658433884623,-0.05,0.07,-0.1,-0.22,-4.99,-8.5,2.57,-6.53,-0.53,x
1658433884639,-0.04,0.04,-0.09,-0.22,-5.02,-8.49,1.41,-3.69,-0.22,x
1658433884656,0.04,0.02,0.07,-0.16,-5.04,-8.33,0.18,-1.13,-0.16,x
1658433884673,-0.05,0,-0.04,-0.24,-5.06,-8.44,0.59,-0.49,-0.23,x
1658433884689,-0.02,0.01,0.01,-0.21,-5.05,-8.39,0.08,-1.98,-0.32,x
1658433884706,0.06,0.03,0.11,-0.14,-5.03,-8.29,-0.1,-2.68,-0.19,x
1658433884723,0.04,0.07,0.03,-0.17,-4.99,-8.37,-0.27,-2.76,0.04,x
1658433884739,0.02,0.06,0.05,-0.19,-5,-8.35,-1.27,-0.96,-0.45,x
1658433884756,-0.06,0,-0.04,-0.27,-5.06,-8.44,-2.34,1.38,-0.34,x
1658433884773,0.01,0.04,0.1,-0.2,-5.01,-8.31,-1.3,0.34,-0.05,x
1658433884789,0.08,0.04,0.07,-0.13,-5.01,-8.34,-0.2,-0.83,0.29,x
1658433884806,0.04,0.05,0.02,-0.17,-5,-8.39,1.75,-2.02,-0.65,x
1658433884823,0,0.02,0,-0.22,-5.03,-8.4,1,-1.52,-0.27,x
1658433884839,0.01,0.07,0.01,-0.21,-4.99,-8.39,-0.36,0.21,-0.08,x
1658433884856,-0.01,0.06,0.02,-0.23,-4.99,-8.38,-0.32,-0.57,-0.01,x
1658433884873,0,0.02,0.04,-0.22,-5.03,-8.36,0.01,-1.13,0.12,x
1658433884889,0,0.05,0,-0.22,-5.01,-8.4,0.52,-0.82,-0.22,x
1658433884906,-0.03,-0.01,0.03,-0.25,-5.07,-8.37,0.22,-0.57,0.09,x
1658433884923,0.02,0.05,0.01,-0.21,-5,-8.39,0.62,-0.88,0.14,x
1658433884939,0.03,0.05,0.03,-0.2,-5.01,-8.37,0.8,-1,0.32,x
1658433884956,-0.03,0.06,0,-0.26,-4.99,-8.4,0.84,-0.71,0.02,x
1658433884973,-0.02,0,0.04,-0.25,-5.06,-8.36,0.47,-0.72,-0.37,x
1658433884989,0,0,0.05,-0.23,-5.06,-8.35,0.05,-0.33,-0.09,x
1658433885006,0.06,0.05,-0.02,-0.17,-5.01,-8.42,0.44,-0.54,0.36,x
1658433885023,-0.04,-0.01,0.09,-0.27,-5.07,-8.31,1.32,-1.64,-0.08,x
1658433885039,-0.05,0,0.06,-0.29,-5.07,-8.34,1.13,-1.17,-0.12,x
1658433885056,-0.03,0.07,0.03,-0.27,-5,-8.36,-0.81,0.81,-0.54,x
1658433885073,0.04,0.08,0.05,-0.2,-4.98,-8.35,-1.47,0.78,-0.28,x
1658433885089,0.03,0.04,0.06,-0.2,-5.02,-8.34,-0.72,-0.33,-0.13,x
1658433885106,0.03,0.03,0.05,-0.21,-5.03,-8.35,0.31,-1.7,-0.11,x
1658433885123,-0.09,-0.01,0.11,-0.34,-5.07,-8.28,0.7,-2.21,-0.59,x
1658433885139,-0.04,0.02,0.03,-0.28,-5.04,-8.36,0.38,-1.64,-1.55,x
1658433885156,0.11,0.1,0,-0.14,-4.96,-8.4,-0.75,-0.4,0.13,x
1658433885173,0.04,0.02,-0.05,-0.21,-5.04,-8.44,0.52,-1.57,0.28,x
1658433885189,-0.02,-0.04,0,-0.28,-5.1,-8.39,2.07,-4.16,-0.47,x
1658433885206,-0.13,-0.05,0.14,-0.41,-5.12,-8.25,6.41,-12.51,-2.19,x
1658433885223,0.03,0.13,0.12,-0.27,-4.96,-8.25,8.87,-17.78,-1.76,x
1658433885239,0.12,0.21,0.01,-0.23,-4.9,-8.35,9.5,-21.42,-1.76,x
1658433885256,0.13,0.08,0.27,-0.3,-5.06,-8.07,15.01,-38.65,-5.27,x
1658433885273,-0.28,-0.26,0.61,-0.82,-5.46,-7.7,28.46,-74.18,-8.41,x
1658433885289,0.15,-0.08,0.33,-0.57,-5.36,-7.91,45.96,-102.89,-8.58,x
1658433885306,0.67,0.43,-0.13,-0.37,-5,-8.22,62.99,-136.95,-10.03,x
1658433885323,0.61,0.33,-0.57,-0.71,-5.24,-8.53,62.68,-141.05,-11.51,x
1658433885339,0.76,0.35,-0.55,-0.83,-5.35,-8.37,55.91,-130.56,-11,x
1658433885356,0.42,0.39,-0.68,-1.46,-5.45,-8.33,41.87,-98.84,-10.33,x
1658433885373,-0.04,-0.05,-0.59,-2.08,-5.96,-8.14,25,-65.89,-10.9,x
1658433885389,-0.32,-0.13,-0.47,-2.43,-6.08,-7.98,6.04,-22.61,-9.64,x
1658433885406,-0.72,-0.15,-0.41,-2.77,-6.09,-7.94,-21.88,54.17,-5.96,x
1658433885423,-0.78,-0.36,0.12,-2.65,-6.23,-7.5,-46.55,116.24,-5.75,x
1658433885439,-0.85,-0.67,0.49,-2.41,-6.42,-7.3,-80.55,188.69,-5.84,x
1658433885456,-1.55,-0.69,0.94,-2.43,-6.13,-7.17,-145.09,283.93,-6.41,x
1658433885473,-1.11,-0.21,1.23,-1.32,-5.28,-7.16,-193.34,337.67,10.39,x
1658433885489,-1.11,-0.52,0.48,-0.59,-5.13,-8.16,-219.64,324.33,28.46,x
1658433885506,-1.51,-0.52,0.3,-0.13,-4.49,-8.56,-203.7,274.54,33.05,x
1658433885523,-0.75,-0.99,-0.11,1.18,-4.54,-9.05,-162.86,221.32,26.86,x
1658433885539,-0.17,-0.81,0.31,2.18,-4.04,-8.65,-121.45,143.84,15.11,x
1658433885555,0.45,-1.17,1.65,3.07,-4.1,-7.33,-64.66,30.36,-17.73,x
1658433885573,-0.19,-1.53,2.07,2.43,-4.35,-6.95,-19.5,-50.73,-40.58,x
1658433885589,-0.06,-0.94,2,2.39,-3.73,-7.08,26.83,-120.99,-54.74,x
1658433885606,0.79,0.64,0.15,2.8,-2.3,-8.99,95.72,-187.58,-52.05,x
1658433885623,2.27,2.67,-1.32,3.82,-0.53,-10.46,140.64,-229.73,-34.06,x
