time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402776760,,,,0.85,3.56,6.74,,,
1653402776765,,,,0.92,3.65,7.37,,,
1653402776770,,,,0.95,3.69,7.64,,,
1653402776774,,,,1.15,3.81,8.42,,,
1653402776779,,,,1.44,3.81,8.85,,,
1653402776783,,,,1.74,3.75,9.22,,,
1653402776789,,,,1.95,3.67,9.42,,,
1653402776793,,,,2.21,3.51,9.67,,,
1653402776798,,,,2.25,3.5,9.8,,,
1653402776803,,,,2.21,3.56,9.93,,,
1653402776807,,,,2.04,3.71,10,,,
1653402776813,,,,1.82,3.88,9.96,,,
1653402776818,,,,1.62,4.04,9.95,,,
1653402776823,,,,1.47,4.14,9.94,,,
1653402776827,,,,1.37,4.22,9.91,,,
1653402776832,,,,1.31,4.25,9.93,,,
1653402776837,,,,1.2,4.28,9.95,,,
1653402776842,,,,1.07,4.4,9.99,,,
1653402776846,,,,0.97,4.48,10.04,,,
1653402776851,,,,0.82,4.58,10.19,,,
1653402776856,,,,0.76,4.66,10.33,,,
1653402776861,,,,0.71,4.73,10.6,,,
1653402776866,,,,0.7,4.75,10.81,,,
1653402776870,,,,0.73,4.77,11.04,,,
1653402776875,,,,0.78,4.76,11.29,,,
1653402776880,,,,0.79,4.75,11.58,,,
1653402776884,,,,0.87,4.75,11.85,,,
1653402776890,,,,0.92,4.69,12.09,,,
1653402776894,,,,0.94,4.68,12.3,,,
1653402776900,,,,0.94,4.65,12.49,,,
1653402776904,,,,0.94,4.64,12.68,,,
1653402776908,,,,0.98,4.64,12.75,,,
1653402776913,,,,0.97,4.64,12.74,,,
1653402776918,,,,0.86,4.7,12.46,,,
1653402776923,,,,0.77,4.77,12.21,,,
1653402776928,,,,0.51,4.88,11.78,,,
1653402776933,,,,0.31,4.93,11.54,,,
1653402776938,,,,-0.04,4.96,11.05,,,
1653402776942,,,,-0.28,4.97,10.66,,,
1653402776947,,,,-0.59,5.01,10.15,,,
1653402776952,,,,-0.76,5.02,9.98,,,
1653402776957,,,,-0.82,4.98,9.87,,,
1653402776961,,,,-0.81,4.93,9.87,,,
1653402776967,,,,-0.71,4.81,9.92,,,
1653402776971,,,,-0.5,4.73,10,,,
1653402776976,-1.2,1.43,0.76,,,,,,
1653402776981,-1.03,1.37,0.86,,,,,,
1653402776986,-0.84,1.36,1.06,,,,,,
1653402776991,-0.69,1.37,1.42,,,,,,
1653402776995,-0.6,1.41,1.89,,,,,,
1653402777000,-0.54,1.47,2.42,,,,,,
1653402777005,-0.49,1.49,3.08,,,,,,
1653402777010,-0.36,1.51,3.82,,,,,,
1653402777014,-0.24,1.5,4.53,,,,,,
1653402777019,-0.14,1.44,5.1,,,,,,
1653402777024,-0.01,1.3,5.47,,,,,,
1653402777028,0.2,1.09,5.62,,,,,,
1653402777034,0.38,0.85,5.52,,,,,,
1653402777038,0.46,0.62,5.17,,,,,,
1653402777043,0.45,0.45,4.61,,,,,,
1653402777048,0.3,0.39,3.95,,,,,,
1653402777053,0.1,0.39,3.26,,,,,,
1653402777058,-0.1,0.34,2.53,,,,,,
1653402777063,-0.22,0.24,1.83,,,,,,
1653402777068,-0.25,0.11,1.21,,,,,,
1653402777072,-0.28,-0.06,0.67,,,,,,
1653402777077,-0.32,-0.21,0.14,,,,,,
1653402777081,-0.34,-0.32,-0.31,,,,,,
1653402777086,-0.33,-0.41,-0.65,,,,,,
1653402777091,-0.28,-0.49,-0.84,,,,,,
1653402777096,-0.24,-0.55,-0.95,,,,,,
1653402777101,-0.15,-0.63,-0.92,,,,,,
1653402777105,-0.08,-0.63,-0.79,,,,,,
1653402777111,-0.01,-0.62,-0.63,,,,,,
1653402777115,0.09,-0.64,-0.43,,,,,,
1653402777120,0.19,-0.71,-0.19,,,,,,
1653402777125,0.29,-0.83,0,,,,,,
1653402777130,0.35,-0.97,0.11,,,,,,
1653402777134,0.38,-1.09,0.11,,,,,,
1653402777140,0.31,-1.19,-0.02,,,,,,
1653402777144,0.17,-1.3,-0.27,,,,,,
1653402777149,0.06,-1.4,-0.58,,,,,,
1653402777153,-0.08,-1.45,-0.96,,,,,,
1653402777159,-0.18,-1.51,-1.37,,,,,,
1653402777163,-0.25,-1.57,-1.81,,,,,,
1653402777169,-0.33,-1.6,-2.3,,,,,,
1653402777173,-0.35,-1.64,-2.78,,,,,,
1653402777178,-0.34,-1.69,-3.27,,,,,,
1653402777183,-0.36,-1.75,-3.75,,,,,,
1653402777187,-0.39,-1.75,-4.18,,,,,,
1653402777192,-0.45,-1.75,-4.56,,,,,,
1653402777197,-0.49,-1.7,-4.94,,,,,,
1653402777202,-0.53,-1.65,-5.28,,,,,,
1653402777207,-0.56,-1.58,-5.52,,,,,,
1653402777212,-0.55,-1.48,-5.7,,,,,,
1653402777216,-0.55,-1.36,-5.84,,,,,,
1653402777222,-0.59,-1.22,-5.91,,,,,,
1653402777226,-0.59,-1.07,-5.92,,,,,,
1653402777231,-0.61,-0.91,-5.81,,,,,,
1653402777235,-0.55,-0.78,-5.65,,,,,,
1653402777240,-0.47,-0.7,-5.43,,,,9.47,-14.05,13.81
1653402777245,,,,,,,7.47,-16.64,13.08
1653402777250,,,,,,,1.98,-23.29,10.31
1653402777255,,,,,,,-0.26,-25.74,8.88
1653402777260,,,,,,,-3.13,-28.05,6.53
1653402777264,,,,,,,-4.88,-28.4,5.24
1653402777269,,,,,,,-6.14,-27.59,4.08
1653402777274,,,,,,,-7.02,-26.12,3.38
1653402777279,,,,,,,-7.47,-23.81,2.89
1653402777283,,,,,,,-7.26,-20.31,2.68
1653402777288,,,,,,,-6.77,-18.28,2.4
1653402777293,,,,,,,-5.48,-15.66,2.33
1653402777298,,,,,,,-3.55,-13.42,2.37
1653402777303,,,,,,,-0.96,-11.32,2.58
1653402777308,,,,,,,1.17,-9.95,2.54
1653402777313,,,,,,,4.53,-8.1,2.68
1653402777317,,,,,,,6.77,-7.61,2.54
1653402777322,,,,,,,9.99,-7.43,2.19
1653402777327,,,,,,,12.3,-7.75,1.77
1653402777332,,,,,,,14.05,-8.87,1.04
1653402777337,,,,,,,15.03,-10.55,0.16
1653402777341,,,,,,,15.56,-12.37,-0.89
1653402777346,,,,,,,15.77,-13.77,-1.9
1653402777350,,,,,,,15.73,-14.92,-3.2
1653402777355,,,,,,,15.52,-15.69,-4.74
1653402777360,,,,,,,15.38,-16.25,-6.56
1653402777365,,,,,,,15.14,-16.32,-8.66
1653402777370,,,,,,,14.51,-16.08,-10.93
1653402777375,,,,,,,13.7,-14.96,-13.45
1653402777379,,,,,,,13.18,-13.87,-14.99
1653402777384,,,,,,,12.79,-11.6,-17.09
1653402777389,,,,,,,12.83,-8.97,-18.56
1653402777394,,,,,,,13.35,-4.88,-19.68
1653402777399,,,,,,,14.23,0.93,-20.35
1653402777403,,,,,,,15.31,5.87,-20.7
1653402777409,,,,,,,16.71,12.69,-20.59
1653402777413,,,,,,,16.99,16.16,-20.07
1653402777418,,,,,,,16.12,17.1,-19.09
1653402777423,,,,,,,14.19,14.79,-18.28
1653402777428,,,,,,,11.95,11.12,-17.62
1653402777433,,,,,,,6.49,1.91,-16.95
1653402777437,,,,,,,1.94,-5.54,-16.67
1653402777442,,,,,,,-5.41,-16.74,-16.92
1653402777447,,,,,,,-14.9,-27.17,-17.86
1653402777452,,,,,,,-25.15,-34.32,-19.02
1653402777456,,,,,,,-40.59,-36,-22.1
1653402777461,,,,,,,-45.17,-34.32,-23.57
1653402777466,,,,,,,-53.99,-26.09,-27.77
1653402777471,,,,,,,-58.4,-16.6,-31.83
1653402777476,,,,,,,-60.29,-5.86,-36.06
1653402777481,,,,,,,-59.28,5.76,-39.91
1653402777486,,,,,,,-55.57,17.17,-43.06
1653402777490,,,,,,,-49.93,27.95,-45.16
1653402777495,,,,,,,-44.89,34.74,-45.55
1653402777500,,,,,,,-35.83,43.04,-44.11
1653402777505,,,,,,,-28.69,46.54,-41.21
1653402777509,,,,0.56,2.84,11.35,,,
1653402777514,,,,0.28,2.9,11,,,
1653402777519,,,,0.17,2.92,10.71,,,
1653402777524,,,,0.18,2.87,10.53,,,
1653402777529,,,,0.3,2.84,10.21,,,
1653402777533,,,,0.36,2.76,9.94,,,
1653402777538,,,,0.44,2.75,9.73,,,
1653402777543,,,,0.6,2.74,9.39,,,
1653402777547,,,,0.71,2.76,9.2,,,
1653402777553,,,,0.91,2.83,8.97,,,
1653402777557,,,,1.24,2.92,8.75,,,
1653402777563,,,,1.58,2.96,8.64,,,
1653402777567,,,,1.83,2.95,8.54,,,
1653402777572,,,,2.25,2.9,8.41,,,
1653402777576,,,,2.47,2.87,8.35,,,
1653402777581,,,,2.71,2.84,8.2,,,
1653402777586,,,,2.95,2.81,7.96,,,
1653402777591,,,,3.08,2.77,7.72,,,
1653402777596,,,,3.11,2.75,7.45,,,
1653402777601,,,,3.1,2.74,7.21,,,
1653402777606,,,,3.07,2.76,6.89,,,
1653402777610,,,,2.88,2.8,6.44,,,
1653402777615,,,,2.72,2.85,6.19,,,
1653402777619,,,,2.41,2.97,5.79,,,
1653402777624,,,,2.16,3.03,5.48,,,
1653402777630,,,,1.96,3.14,5.18,,,
1653402777634,,,,1.82,3.18,4.94,,,
1653402777639,,,,1.57,3.24,4.59,,,
1653402777644,,,,1.37,3.27,4.32,,,
1653402777648,,,,1.18,3.27,4.07,,,
1653402777653,,,,0.98,3.32,3.85,,,
1653402777658,,,,0.79,3.34,3.71,,,
1653402777663,,,,0.47,3.44,3.55,,,
1653402777668,,,,0.17,3.51,3.49,,,
1653402777673,,,,0.12,3.58,3.44,,,
1653402777678,,,,0.15,3.64,3.42,,,
1653402777682,,,,0.14,3.63,3.49,,,
1653402777688,,,,0.09,3.67,3.68,,,
1653402777692,,,,0.1,3.67,3.84,,,
1653402777697,,,,0.09,3.74,4.05,,,
1653402777701,,,,0.01,3.89,4.39,,,
1653402777706,,,,-0.12,4.09,4.76,,,
1653402777711,,,,-0.17,4.24,5.09,,,
1653402777716,,,,-0.16,4.43,5.6,,,
1653402777721,,,,-0.1,4.53,6.06,,,
1653402777725,,,,-0.05,4.55,6.44,,,
1653402777730,,,,0,4.57,6.96,,,
1653402777735,,,,0.07,4.54,7.33,,,
1653402777740,,,,0.14,4.47,7.69,,,
1653402777745,,,,0.25,4.41,8.31,,,
1653402777750,,,,0.29,4.4,8.43,,,
1653402777755,,,,0.35,4.42,8.7,,,
1653402777758,,,,0.36,4.44,8.76,,,
1653402777764,,,,0.36,4.47,8.89,,,
1653402777769,,,,0.53,4.55,9.44,,,
1653402777774,,,,0.65,4.53,9.67,,,
1653402777778,0,1.1,0.51,,,,,,
1653402777783,0.09,1.1,0.74,,,,,,
1653402777788,0.2,1.1,1.02,,,,,,
1653402777793,0.22,1.17,1.36,,,,,,
1653402777797,0.22,1.25,1.64,,,,,,
1653402777802,0.19,1.31,1.82,,,,,,
1653402777808,0.16,1.35,1.97,,,,,,
1653402777812,0.11,1.36,2.08,,,,,,
1653402777816,0.04,1.38,2.14,,,,,,
1653402777822,-0.04,1.36,2.16,,,,,,
1653402777826,-0.11,1.33,2.19,,,,,,
1653402777831,-0.17,1.27,2.2,,,,,,
1653402777836,-0.25,1.21,2.19,,,,,,
1653402777841,-0.29,1.17,2.15,,,,,,
1653402777846,-0.29,1.11,2.15,,,,,,
1653402777850,-0.24,1.07,2.18,,,,,,
1653402777855,-0.15,1.02,2.2,,,,,,
1653402777860,-0.1,0.99,2.19,,,,,,
1653402777865,-0.06,0.95,2.19,,,,,,
1653402777869,-0.03,0.95,2.23,,,,,,
1653402777875,0.02,0.96,2.28,,,,,,
1653402777879,0.1,0.97,2.33,,,,,,
1653402777884,0.16,0.97,2.38,,,,,,
1653402777889,0.28,0.95,2.42,,,,,,
1653402777894,0.41,0.87,2.42,,,,,,
1653402777899,0.53,0.81,2.31,,,,,,
1653402777903,0.57,0.74,2.06,,,,,,
1653402777909,0.52,0.71,1.74,,,,,,
1653402777913,0.37,0.72,1.5,,,,,,
1653402777918,0.17,0.72,1.38,,,,,,
1653402777923,-0.09,0.67,1.3,,,,,,
1653402777927,-0.36,0.66,1.24,,,,,,
1653402777932,-0.59,0.62,1.15,,,,,,
1653402777937,-0.76,0.59,1.11,,,,,,
1653402777942,-0.83,0.59,1.16,,,,,,
1653402777946,-0.85,0.58,1.28,,,,,,
1653402777951,-0.82,0.59,1.44,,,,,,
1653402777956,-0.78,0.57,1.61,,,,,,
1653402777961,-0.72,0.54,1.81,,,,,,
1653402777966,-0.7,0.51,2.08,,,,,,
1653402777971,-0.73,0.48,2.26,,,,,,
1653402777976,-0.76,0.48,2.33,,,,,,
1653402777980,-0.72,0.47,2.48,,,,,,
1653402777985,-0.63,0.39,2.69,,,,,,
1653402777990,-0.48,0.25,2.77,,,,,,
1653402777995,-0.24,0.05,2.65,,,,,,
1653402777999,0.01,-0.15,2.4,,,,,,
1653402778004,0.19,-0.31,2.1,,,,,,
1653402778009,0.32,-0.43,1.77,,,,,,
1653402778013,0.34,-0.47,1.4,,,,,,
1653402778019,0.27,-0.43,0.94,,,,,,
1653402778023,0.15,-0.38,0.51,,,,,,
1653402778029,-0.01,-0.33,0.22,,,,,,
1653402778033,-0.14,-0.35,0.04,,,,,,
1653402778038,-0.22,-0.38,-0.05,,,,,,
1653402778043,-0.32,-0.4,-0.15,,,,2.85,-3.27,8.98
1653402778048,,,,,,,-5.44,-12.58,8.91
1653402778053,,,,,,,-11.68,-20.42,9.09
1653402778058,,,,,,,-15.98,-26.37,9.26
1653402778062,,,,,,,-21.62,-34.88,9.23
1653402778066,,,,,,,-24.7,-40.06,8.98
1653402778072,,,,,,,-26.17,-43.17,8.35
1653402778076,,,,,,,-27.08,-47.23,7.27
1653402778081,,,,,,,-26.9,-48.32,6.04
1653402778086,,,,,,,-25.99,-46.6,4.61
1653402778091,,,,,,,-24.59,-42.72,3.63
1653402778096,,,,,,,-22.95,-37.61,2.79
1653402778101,,,,,,,-21.16,-31.76,2.26
1653402778105,,,,,,,-18.99,-24.69,2.23
1653402778110,,,,,,,-16.61,-16.25,2.16
1653402778115,,,,,,,-15,-11.84,2.37
1653402778120,,,,,,,-11.43,-0.99,3.17
1653402778125,,,,,,,-8.46,7.3,4.22
1653402778129,,,,,,,-4.53,17.14,5.59
1653402778134,,,,,,,-0.23,25.96,7.58
1653402778139,,,,,,,1.63,28.97,8.32
1653402778144,,,,,,,5.55,34.64,9.51
1653402778148,,,,,,,10.1,39.82,10.8
1653402778153,,,,,,,12.48,42.37,11.5
1653402778158,,,,,,,16.12,45.59,12.45
1653402778163,,,,,,,18.32,46.47,13.01
1653402778168,,,,,,,19.55,45.84,13.6
1653402778173,,,,,,,20.18,44.19,13.85
1653402778178,,,,,,,19.97,40.45,14.2
1653402778182,,,,,,,19.65,37.51,14.37
1653402778187,,,,,,,18.67,33.83,14.3
1653402778191,,,,,,,17.24,30.58,14.13
1653402778196,,,,,,,15.24,26.17,13.85
1653402778201,,,,,,,11.22,18.85,12.97
1653402778206,,,,,,,8.98,15.35,12.48
1653402778211,,,,,,,7.16,11.71,12.17
1653402778215,,,,,,,4.01,5.2,11.19
1653402778220,,,,,,,2.96,0.9,10.63
1653402778225,,,,,,,1.87,-6.63,9.96
1653402778230,,,,,,,2.15,-12.54,9.54
1653402778235,,,,,,,3.55,-18.11,8.88
1653402778240,,,,,,,5.27,-21.57,8
1653402778245,,,,,,,8.14,-25.39,6.32
1653402778250,,,,,,,12.69,-28.61,3.24
1653402778254,,,,,,,16.19,-28.93,0.09
1653402778259,,,,,,,19.48,-26.82,-2.99
1653402778264,,,,,,,21.54,-22.8,-5.82
1653402778268,,,,,,,22.14,-18.14,-7.82
1653402778273,,,,,,,21.61,-14.82,-9.08
1653402778278,,,,,,,19.27,-8.45,-10.48
1653402778283,,,,,,,16.64,-3.02,-11.28
1653402778287,,,,,,,13.56,2.19,-11.49
1653402778293,,,,,,,10.24,6.46,-11.7
1653402778298,,,,,,,7.05,9.93,-11.88
1653402778303,,,,,,,4.99,11.82,-12.12
1653402778307,,,,,,,1.66,13.99,-12.54
1653402778312,,,,-0.58,4.6,9.7,,,
1653402778317,,,,-0.57,4.62,10.06,,,
1653402778322,,,,-0.58,4.6,10.34,,,
1653402778326,,,,-0.57,4.61,10.82,,,
1653402778331,,,,-0.51,4.62,11.17,,,
1653402778336,,,,-0.45,4.58,11.43,,,
1653402778340,,,,-0.33,4.54,11.74,,,
1653402778345,,,,-0.19,4.48,12.04,,,
1653402778350,,,,-0.14,4.39,12.27,,,
1653402778355,,,,-0.06,4.28,12.45,,,
1653402778360,,,,-0.03,4.25,12.5,,,
1653402778365,,,,-0.02,4.26,12.48,,,
1653402778370,,,,0.02,4.25,12.39,,,
1653402778374,,,,0.04,4.27,12.26,,,
1653402778380,,,,0.14,4.33,11.99,,,
1653402778384,,,,0.21,4.41,11.65,,,
1653402778389,,,,0.14,4.57,11.19,,,
1653402778393,,,,0.05,4.69,10.86,,,
1653402778398,,,,-0.14,4.88,10.56,,,
1653402778403,,,,-0.36,5.04,10.29,,,
1653402778408,,,,-0.63,5.16,10.08,,,
1653402778413,,,,-0.75,5.24,9.96,,,
1653402778417,,,,-0.76,5.3,9.86,,,
1653402778422,,,,-0.43,5.28,10.02,,,
1653402778427,,,,0.04,5.21,10.33,,,
1653402778432,,,,0.61,5.07,10.53,,,
1653402778437,,,,1.18,4.92,10.63,,,
1653402778442,,,,1.72,4.71,10.73,,,
1653402778446,,,,2.2,4.46,10.92,,,
1653402778451,,,,2.42,4.2,11.23,,,
1653402778456,,,,2.44,3.99,11.55,,,
1653402778461,,,,2.31,3.82,11.92,,,
1653402778465,,,,2.09,3.7,12.16,,,
1653402778471,,,,1.63,3.42,12.49,,,
1653402778475,,,,1.32,3.19,12.51,,,
1653402778480,,,,0.9,3,12.41,,,
1653402778484,,,,0.57,2.9,12.29,,,
1653402778489,,,,0,2.83,12.15,,,
1653402778494,,,,-0.46,2.88,11.95,,,
1653402778499,,,,-0.85,2.95,11.65,,,
1653402778504,,,,-1.15,3.03,11.37,,,
1653402778509,,,,-1.28,3.06,11.24,,,
1653402778513,,,,-1.45,3.16,10.85,,,
1653402778518,,,,-1.45,3.19,10.63,,,
1653402778524,,,,-1.42,3.23,10.45,,,
1653402778528,,,,-1.25,3.28,10.12,,,
1653402778533,,,,-1.14,3.31,9.92,,,
1653402778537,,,,-0.92,3.42,9.62,,,
1653402778543,,,,-0.69,3.53,9.4,,,
1653402778547,,,,-0.44,3.61,9.11,,,
1653402778552,,,,-0.14,3.64,8.85,,,
1653402778557,,,,0.16,3.64,8.59,,,
1653402778562,,,,0.41,3.6,8.44,,,
1653402778566,,,,0.79,3.51,8.27,,,
1653402778571,,,,1.3,3.36,8.02,,,
1653402778576,,,,1.59,3.26,7.87,,,
1653402778581,1.66,-0.58,,,,,,,
1653402778586,1.94,-0.69,,,,,,,
1653402778590,2.16,-0.8,,,,,,,
1653402778596,2.31,-0.89,,,,,,,
1653402778601,2.36,-0.93,,,,,,,
1653402778605,2.32,-0.97,,,,,,,
1653402778610,2.25,-1,,,,,,,
1653402778614,2.08,-1.01,,,,,,,
1653402778619,1.83,-0.99,,,,,,,
1653402778624,1.53,-0.95,,,,,,,
1653402778629,1.24,-0.9,,,,,,,
1653402778634,0.97,-0.83,,,,,,,
1653402778638,0.71,-0.78,,,,,,,
1653402778644,0.49,-0.76,,,,,,,
1653402778648,0.33,-0.76,,,,,,,
1653402778653,0.2,-0.76,,,,,,,
1653402778657,0.1,-0.75,,,,,,,
1653402778663,0.03,-0.74,,,,,,,
1653402778667,-0.1,-0.74,,,,,,,
1653402778673,-0.22,-0.7,,,,,,,
1653402778677,-0.33,-0.62,,,,,,,
1653402778682,-0.45,-0.55,,,,,,,
1653402778687,-0.54,-0.49,,,,,,,
1653402778691,-0.58,-0.43,,,,,,,
1653402778696,-0.62,-0.41,,,,,,,
1653402778701,-0.61,-0.44,,,,,,,
1653402778706,-0.6,-0.45,,,,,,,
1653402778711,-0.56,-0.44,,,,,,,
1653402778715,-0.55,-0.38,,,,,,,
1653402778720,-0.59,-0.32,,,,,,,
1653402778725,-0.61,-0.26,,,,,,,
1653402778729,-0.6,-0.24,,,,,,,
1653402778735,-0.54,-0.21,,,,,,,
1653402778739,-0.45,-0.15,,,,,,,
1653402778744,-0.36,-0.09,,,,,,,
1653402778749,-0.37,0,,,,,,,
1653402778754,-0.36,0.1,,,,,,,
1653402778758,-0.34,0.21,,,,,,,
1653402778763,-0.28,0.34,,,,,,,
1653402778768,-0.21,0.45,,,,,,,
1653402778773,-0.1,0.54,,,,,,,
1653402778778,-0.01,0.6,,,,,,,
1653402778782,0.05,0.66,,,,,,,
1653402778788,0.09,0.74,,,,,,,
1653402778793,0.12,0.82,,,,,,,
1653402778797,0.13,0.88,,,,,,,
1653402778802,0.13,0.94,,,,,,,
1653402778806,0.08,1.01,,,,,,,
1653402778812,-0.07,1.05,,,,,,,
1653402778817,-0.26,1.09,,,,,,,
1653402778821,-0.49,1.1,,,,,,,
1653402778826,-0.72,1.14,,,,,,,
1653402778831,-0.94,1.18,,,,,,,
1653402778836,-1.15,1.26,,,,,,,
1653402778841,-1.31,1.35,,,,,,,
1653402778845,-1.4,1.42,,,,,-8.53,6.78,4.12
1653402778850,,,,,,,-7.05,1.77,8.39
1653402778855,,,,,,,-5.51,-2.92,12.31
1653402778859,,,,,,,-4.01,-5.86,15.07
1653402778865,,,,,,,-2.05,-8.48,18.15
1653402778869,,,,,,,1.07,-9.43,21.55
1653402778874,,,,,,,2.78,-8.41,22.84
1653402778878,,,,,,,4.57,-5.16,24.17
1653402778884,,,,,,,6.39,0.23,24.8
1653402778888,,,,,,,8.14,6.64,25.12
1653402778893,,,,,,,9.22,11.22,24.87
1653402778898,,,,,,,10.13,16.02,24.45
1653402778903,,,,,,,10.24,17.42,23.44
1653402778908,,,,,,,9.26,15.04,23.02
1653402778912,,,,,,,5.06,3.8,23.23
1653402778918,,,,,,,-1.66,-11.39,23.79
1653402778922,,,,,,,-10.31,-29.03,24.56
1653402778927,,,,,,,-20.04,-45.2,25.75
1653402778931,,,,,,,-27.29,-55.11,27.15
1653402778936,,,,,,,-37.93,-67.15,29.77
1653402778942,,,,,,,-43.77,-72.75,31.87
1653402778947,,,,,,,-45.8,-74.22,32.89
1653402778951,,,,,,,-43.63,-71.03,32.54
1653402778956,,,,,,,-36.6,-63.4,30.61
1653402778961,,,,,,,-28.44,-55.53,28.34
1653402778966,,,,,,,-14.72,-42.61,24.28
1653402778970,,,,,,,5.51,-23.95,18.57
1653402778975,,,,,,,18.04,-12.19,15.46
1653402778979,,,,,,,38.24,7.27,11.36
1653402778984,,,,,,,51.96,21.02,9.93
1653402778989,,,,,,,62.77,31.7,10.03
1653402778994,,,,,,,70.16,38.59,11.61
1653402778999,,,,,,,74.32,41.88,13.6
1653402779003,,,,,,,75.41,42.34,16.3
1653402779009,,,,,,,73.52,39.71,18.92
1653402779014,,,,,,,69.35,34.11,20.99
1653402779019,,,,,,,64.91,28.44,22.07
1653402779023,,,,,,,53.81,13.81,23.02
1653402779028,,,,,,,47.62,5.52,22.67
1653402779033,,,,,,,38.97,-6.17,22.04
1653402779038,,,,,,,30.08,-17.97,20.71
1653402779043,,,,,,,21.16,-29.38,19.38
1653402779047,,,,,,,14.75,-36.38,17.91
1653402779052,,,,,,,4.81,-44.5,15.39
1653402779056,,,,,,,-1.98,-47.23,13.36
1653402779061,,,,,,,-8.14,-47.41,11.15
1653402779066,,,,,,,-13.18,-45.17,8.35
1653402779071,,,,,,,-16.26,-41.88,6.5
1653402779076,,,,,,,-20.36,-33.65,3.14
1653402779081,,,,,,,-21.79,-27.17,0.83
1653402779085,,,,,,,-22.77,-14.5,-2.53
1653402779091,,,,,,,-22.14,-3.06,-4.81
1653402779095,,,,,,,-20.81,8.67,-6.42
1653402779100,,,,,,,-18.57,19.97,-7.26
1653402779104,,,,,,,-15.91,30.72,-7.71
1653402779109,,,,,,,-12.94,39.96,-7.33
1653402779114,,,,0.2,2.4,6.97,,,
1653402779119,,,,-0.02,2.42,6.56,,,
1653402779124,,,,-0.14,2.42,6.3,,,
1653402779129,,,,-0.29,2.45,5.83,,,
1653402779133,,,,-0.39,2.44,5.54,,,
1653402779138,,,,-0.46,2.42,5.1,,,
1653402779143,,,,-0.55,2.38,4.73,,,
1653402779147,,,,-0.59,2.39,4.59,,,
1653402779153,,,,-0.65,2.37,4.3,,,
1653402779157,,,,-0.72,2.42,4.12,,,
1653402779163,,,,-0.79,2.45,4.05,,,
1653402779167,,,,-0.83,2.5,4,,,
1653402779172,,,,-0.86,2.59,4.02,,,
1653402779177,,,,-0.91,2.66,4.05,,,
1653402779182,,,,-0.93,2.79,4.16,,,
1653402779186,,,,-0.91,2.85,4.24,,,
1653402779191,,,,-0.87,2.97,4.46,,,
1653402779196,,,,-0.89,3.03,4.57,,,
1653402779201,,,,-0.93,3.13,4.78,,,
1653402779205,,,,-0.94,3.2,5,,,
1653402779211,,,,-0.95,3.34,5.25,,,
1653402779215,,,,-0.91,3.48,5.51,,,
1653402779220,,,,-0.87,3.57,5.71,,,
1653402779225,,,,-0.84,3.72,6.05,,,
1653402779230,,,,-0.82,3.79,6.23,,,
1653402779235,,,,-0.85,3.91,6.56,,,
1653402779239,,,,-0.84,4,6.83,,,
1653402779244,,,,-0.81,4.05,7.13,,,
1653402779249,,,,-0.74,4.07,7.35,,,
1653402779254,,,,-0.65,4.05,7.65,,,
1653402779258,,,,-0.57,4.04,7.8,,,
1653402779263,,,,-0.45,4.06,8,,,
1653402779268,,,,-0.34,4.01,8.21,,,
1653402779273,,,,-0.15,4,8.42,,,
1653402779278,,,,0.19,3.95,8.79,,,
1653402779283,,,,0.3,3.92,8.92,,,
1653402779288,,,,0.47,3.92,9.21,,,
1653402779292,,,,0.63,3.9,9.51,,,
1653402779297,,,,0.72,3.91,9.83,,,
1653402779302,,,,0.79,3.92,10.21,,,
1653402779306,,,,0.85,3.93,10.5,,,
1653402779311,,,,0.89,3.93,10.91,,,
1653402779316,,,,0.89,3.97,11.3,,,
1653402779321,,,,0.8,3.97,11.76,,,
1653402779325,,,,0.73,3.99,11.98,,,
1653402779330,,,,0.62,4.04,12.37,,,
1653402779335,,,,0.59,4.09,12.64,,,
1653402779340,,,,0.6,4.12,12.79,,,
1653402779345,,,,0.64,4.1,12.91,,,
1653402779349,,,,0.72,4.06,12.95,,,
1653402779355,,,,0.78,4.01,12.89,,,
1653402779359,,,,0.83,4.01,12.74,,,
1653402779364,,,,0.79,4.01,12.45,,,
1653402779369,,,,0.73,4.02,12.25,,,
1653402779374,,,,0.68,4.05,12.05,,,
1653402779378,,,,0.62,4.07,11.73,,,
1653402779383,0.15,0.12,2.84,,,,,,
1653402779388,0.06,0.2,2.44,,,,,,
1653402779393,-0.08,0.34,1.99,,,,,,
1653402779398,-0.21,0.51,1.62,,,,,,
1653402779403,-0.32,0.66,1.36,,,,,,
1653402779408,-0.43,0.77,1.19,,,,,,
1653402779412,-0.49,0.85,1.07,,,,,,
1653402779417,-0.45,0.91,1.04,,,,,,
1653402779422,-0.28,0.94,1.15,,,,,,
1653402779426,0.06,0.89,1.37,,,,,,
1653402779432,0.52,0.75,1.67,,,,,,
1653402779436,1,0.6,1.96,,,,,,
1653402779441,1.39,0.45,2.21,,,,,,
1653402779446,1.63,0.36,2.42,,,,,,
1653402779450,1.84,0.25,2.73,,,,,,
1653402779456,2.01,0.13,2.99,,,,,,
1653402779460,2.06,0.01,3.15,,,,,,
1653402779465,1.97,-0.05,3.32,,,,,,
