time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402753153,-0.35,2.06,1.72,0.04,5.76,10.47,33.72,24.38,-6
1653402753157,-0.53,2.07,1.5,-0.23,5.81,10.22,28.79,26.2,-4.81
1653402753162,-0.74,2.08,1.27,-0.5,5.9,9.99,22.66,28.76,-3.34
1653402753167,-0.99,2.12,1.02,-0.73,5.97,9.84,17.59,30.51,-1.62
1653402753172,-1.24,2.19,0.8,-1.02,6.2,9.78,8.87,33.9,1.95
1653402753177,-1.46,2.32,0.71,-1.06,6.35,9.86,3.87,35.93,4.61
1653402753181,-1.54,2.51,0.77,-1.04,6.5,10.08,-2.33,38.38,8.42
1653402753186,-1.49,2.66,0.96,-0.88,6.6,10.43,-7.75,40.8,12.48
1653402753191,-1.29,2.75,1.28,-0.53,6.56,11.04,-12.48,44.23,16.72
1653402753196,-1,2.72,1.72,-0.28,6.43,11.56,-14.23,46.99,18.64
1653402753201,-0.69,2.61,2.23,-0.12,6.3,11.87,-13.95,49.93,19.03
1653402753206,-0.43,2.45,2.64,0.1,6.1,12.23,-12.03,54.24,18.29
1653402753210,-0.19,2.26,2.94,0.12,5.99,12.37,-7.19,60.54,15.42
1653402753215,-0.08,2.13,3.1,0.03,5.91,12.47,-2.4,65.54,12.13
1653402753220,-0.08,2.03,3.19,-0.02,5.82,12.46,2.92,69.7,8.88
1653402753224,-0.11,1.9,3.19,-0.17,5.61,12.55,6.63,71.03,6.25
1653402753229,-0.15,1.72,3.21,-0.28,5.41,12.72,11.22,68.41,2.82
1653402753234,-0.23,1.51,3.33,-0.4,5.31,12.86,12.76,61.52,0.86
1653402753239,-0.32,1.34,3.5,-0.66,5.23,13.1,12.97,50.88,-0.19
1653402753244,-0.48,1.22,3.67,-0.83,5.27,13.29,11.67,37.65,-0.99
1653402753249,-0.69,1.23,3.87,-1.23,5.34,13.66,9.5,22.74,-0.96
1653402753253,-0.98,1.27,4.13,-1.49,5.33,14,7.3,6.92,-0.43
1653402753258,-1.25,1.28,4.43,-1.64,5.16,14.34,5.16,-8.2,0.58
1653402753263,-1.46,1.16,4.74,-1.69,4.95,14.53,4.11,-18.28,1.6
1653402753268,-1.55,0.9,4.99,-1.7,4.44,14.69,3.97,-31.45,4.08
1653402753273,-1.6,0.51,5.11,-1.62,4.06,14.71,4.88,-36.91,5.66
1653402753277,-1.55,0.04,5.13,-1.4,3.42,14.67,7.65,-42.33,9.26
1653402753282,-1.41,-0.48,5.08,-1.15,2.93,14.58,11.01,-43.52,12.73
1653402753287,-1.22,-0.99,4.97,-0.85,2.45,14.4,15.42,-42.44,16.79
1653402753293,-0.96,-1.48,4.82,-0.54,2.11,14.14,19.69,-39.99,20.04
1653402753297,-0.63,-1.94,4.5,-0.02,1.61,13.66,27.63,-32.74,25.85
1653402753302,-0.25,-2.38,4.11,0.33,1.3,13.2,34.77,-24.93,30.19
1653402753307,0.1,-2.72,3.65,0.55,1.1,12.84,42.26,-15.76,34.11
1653402753312,0.4,-3.02,3.18,0.95,0.87,12.11,51.19,-4.53,37.96
1653402753316,0.67,-3.22,2.69,1.03,0.81,11.87,54.48,-0.19,39.08
1653402753321,0.85,-3.38,2.21,1.15,0.75,11.22,61.23,8.77,41.18
1653402753326,0.95,-3.48,1.72,1.17,0.78,10.83,64.87,14.06,41.6
1653402753330,0.99,-3.49,1.2,1.11,0.88,10.08,66.45,17.38,40.9
1653402753335,0.96,-3.46,0.63,1.02,1,9.63,65.78,18.96,39.78
1653402753340,0.85,-3.35,0.05,0.78,1.16,8.8,63.61,19.62,37.96
1653402753345,0.66,-3.24,-0.58,0.6,1.32,8.18,59.27,19.55,36.21
1653402753349,0.49,-3.11,-1.18,0.42,1.45,7.65,53.74,18.4,34.5
1653402753355,0.3,-3,-1.72,0.28,1.58,7.15,48.81,16.86,33.8
1653402753359,0.14,-2.87,-2.21,0.19,1.7,6.71,39.53,13.95,32.64
1653402753365,0.03,-2.76,-2.64,0.15,1.8,6.33,31.34,10.87,32.29
1653402753369,-0.03,-2.65,-3.01,0.14,1.84,6.16,25.18,8.11,32.19
1653402753374,-0.06,-2.58,-3.26,0.12,1.96,5.97,14.54,2.51,32.01
1653402753379,-0.09,-2.49,-3.41,0.13,2.04,5.93,8.1,-1.24,31.7
1653402753384,-0.1,-2.39,-3.47,0.16,2.15,5.93,-1.98,-7.75,31.52
1653402753388,-0.09,-2.27,-3.46,0.2,2.2,5.99,-7.79,-11.67,31.24
1653402753393,-0.08,-2.16,-3.4,0.25,2.32,6.14,-16.12,-17.76,30.47
1653402753398,-0.06,-2.03,-3.28,0.33,2.37,6.27,-22.04,-22.2,29.91
1653402753402,-0.04,-1.94,-3.13,0.43,2.39,6.43,-26.55,-26.05,28.93
1653402753407,0.03,-1.88,-2.97,0.57,2.38,6.57,-30.12,-29.17,27.99
1653402753412,0.12,-1.83,-2.81,0.7,2.34,6.67,-32.5,-31.31,26.8
1653402753417,0.23,-1.83,-2.7,0.83,2.26,6.75,-33.9,-32.67,25.43
1653402753421,0.3,-1.86,-2.6,0.96,2.17,6.8,-34.36,-33.06,23.96
1653402753427,0.41,-1.91,-2.53,1.07,2.09,6.78,-33.94,-32.29,22.35
1653402753431,0.51,-1.97,-2.54,1.24,2.03,6.63,-32.75,-30.12,21.16
1653402753437,0.62,-1.99,-2.63,1.37,1.99,6.54,-31.63,-27.63,19.9
1653402753441,0.72,-2,-2.73,1.48,1.98,6.48,-29.67,-23.53,18.47
1653402753446,0.84,-1.98,-2.81,1.71,1.99,6.33,-26.41,-17.41,16.4
1653402753450,1,-1.95,-2.92,1.91,1.98,6.2,-23.12,-11.49,14.3
1653402753455,1.18,-1.92,-3.02,2.06,2,5.9,-19.45,-3.65,11.64
1653402753460,1.33,-1.89,-3.24,2.1,1.97,5.59,-15.98,5.2,8.63
1653402753465,1.42,-1.87,-3.54,2.08,1.95,5.32,-13.29,12.17,6.08
1653402753470,1.43,-1.9,-3.82,2,1.95,5.05,-8.88,23.3,1.84
1653402753475,1.38,-1.88,-4.06,1.86,1.97,4.9,-5.13,30.93,-1.06
1653402753479,1.25,-1.85,-4.28,1.6,2.07,4.62,-1.77,36.91,-3.83
1653402753484,1.08,-1.77,-4.49,1.44,2.14,4.47,0.86,41.18,-6.17
1653402753489,0.89,-1.67,-4.66,1.12,2.27,4.24,2.12,42.93,-7.57
1653402753493,0.67,-1.55,-4.83,0.82,2.42,4.09,2.99,43.56,-9.39
1653402753499,0.42,-1.41,-4.96,0.54,2.53,3.94,2.5,42.37,-10.16
1653402753503,0.16,-1.3,-5.07,0.41,2.6,3.87,1.49,40.83,-10.72
1653402753509,-0.07,-1.16,-5.19,0.08,2.76,3.68,-0.79,37.58,-11.04
1653402753513,-0.26,-1.04,-5.29,-0.08,2.83,3.62,-3.17,34.57,-10.79
1653402753518,-0.4,-0.95,-5.35,-0.21,2.89,3.61,-5.79,31.31,-10.02
1653402753522,-0.51,-0.88,-5.36,-0.33,2.94,3.6,-8.67,27.99,-8.45
1653402753527,-0.61,-0.81,-5.35,-0.46,3.06,3.62,-11.75,24.52,-6.42
1653402753532,-0.72,-0.72,-5.31,-0.58,3.19,3.69,-14.86,21.34,-3.72
1653402753537,-0.82,-0.57,-5.24,-0.66,3.36,3.91,-18.05,18.19,-0.71
1653402753542,-0.9,-0.39,-5.06,-0.63,3.53,4.19,-20.85,15,2.23
1653402753547,-0.9,-0.21,-4.79,-0.54,3.69,4.53,-23.65,11.68,4.82
1653402753552,-0.82,-0.03,-4.45,-0.42,3.84,4.92,-25.5,8.67,7.2
1653402753557,-0.7,0.15,-4.07,-0.35,4.02,5.43,-26.87,5.34,8.91
1653402753561,-0.62,0.34,-3.59,-0.33,4.19,6.01,-27.53,1.95,10.42
1653402753566,-0.57,0.53,-3.05,-0.32,4.36,6.69,-27.81,-1.87,11.57
1653402753571,-0.56,0.7,-2.39,-0.33,4.51,7.29,-27.53,-5.33,12.27
1653402753576,-0.58,0.91,-1.63,-0.4,4.71,8.32,-26.38,-12.3,12.94
1653402753581,-0.64,1.1,-0.82,-0.37,4.8,9.12,-24.24,-19.37,13.18
1653402753585,-0.67,1.23,-0.01,-0.37,4.84,9.64,-21.23,-26.89,13.25
1653402753590,-0.68,1.3,0.71,-0.28,4.86,10.37,-18.29,-32.64,13.04
1653402753594,-0.66,1.32,1.32,-0.22,4.85,10.67,-12.2,-40.37,12.76
1653402753599,-0.6,1.32,1.76,-0.12,4.91,11.01,-6.46,-44.89,12.27
1653402753604,-0.54,1.36,2.1,-0.11,4.94,11.38,-2.19,-47.41,11.99
1653402753609,-0.55,1.4,2.46,-0.11,5.06,11.73,3.55,-49.58,11.68
1653402753614,-0.6,1.48,2.75,-0.11,5.11,11.83,10.17,-50.42,11.85
1653402753619,-0.63,1.53,2.93,-0.09,5.14,11.88,14.44,-49.16,11.96
1653402753624,-0.65,1.55,2.98,-0.09,5.18,11.95,17.97,-47.16,12.17
1653402753629,-0.68,1.56,3.04,-0.06,5.23,12.01,20.88,-44.75,13.11
1653402753634,-0.69,1.58,3.09,-0.05,5.26,12.07,22.98,-41.6,13.78
1653402753638,-0.72,1.59,3.12,0.03,5.27,12.15,24.38,-38.87,14.51
1653402753643,-0.69,1.59,3.2,0.11,5.26,12.17,26.44,-33.34,15.98
1653402753648,-0.61,1.55,3.25,0.2,5.25,12.21,27.35,-29.66,16.93
1653402753652,-0.53,1.52,3.27,0.34,5.24,12.24,28.65,-23.32,18.78
1653402753657,-0.44,1.48,3.3,0.4,5.25,12.27,29.38,-19.3,20.39
1653402753662,-0.38,1.45,3.31,0.49,5.26,12.32,29.35,-16.6,21.97
1653402753667,-0.33,1.44,3.36,0.53,5.33,12.36,28.54,-15.45,23.09
1653402753671,-0.28,1.47,3.4,0.58,5.39,12.35,27.42,-15.97,23.65
1653402753677,-0.24,1.51,3.39,0.74,5.56,12.4,26.02,-18.39,22.98
1653402753682,-0.16,1.62,3.41,0.86,5.7,12.5,24.13,-22.27,21.55
1653402753686,-0.06,1.72,3.5,0.93,5.88,12.62,21.82,-27.87,18.89
1653402753691,0,1.88,3.61,0.96,6,12.69,19.58,-34.04,15.32
1653402753695,0.02,1.99,3.69,1.01,6.07,12.7,16.85,-40.34,10.49
1653402753701,0.02,2.07,3.71,1.06,6.05,12.63,13.63,-46.11,4.85
1653402753705,0.04,2.07,3.67,1.08,5.96,12.47,10.03,-50.35,-1.38
1653402753710,0.03,1.99,3.54,1.03,5.89,12.23,6.18,-51.36,-7.68
1653402753715,-0.02,1.89,3.31,0.96,5.83,11.94,2.19,-49.19,-13.45
1653402753720,-0.11,1.81,3.03,0.89,5.77,11.66,-1.45,-43.98,-18.49
1653402753724,-0.21,1.75,2.73,0.86,5.73,11.42,-5.34,-36.87,-22.34
1653402753729,-0.28,1.71,2.47,0.85,5.67,11.29,-9.3,-29.1,-25.07
1653402753734,-0.3,1.66,2.28,0.85,5.58,11.16,-13.01,-21.89,-27.35
1653402753739,-0.3,1.57,2.15,0.86,5.47,11.04,-15.91,-16.81,-28.61
1653402753743,-0.31,1.46,2,0.99,5.46,11,-18.96,-11.81,-30.39
1653402753748,-0.18,1.43,1.92,1.28,5.45,11.07,-21.51,-9.88,-33.96
1653402753754,0.05,1.43,1.93,1.43,5.43,11.22,-22.74,-12.93,-37.71
1653402753758,0.26,1.42,2.07,1.6,5.44,11.46,-23.05,-19.65,-41.98
1653402753763,0.43,1.43,2.29,1.61,5.38,11.65,-22.98,-25.81,-45.09
1653402753768,0.47,1.4,2.46,1.45,5.24,11.67,-22.6,-36.77,-49.85
1653402753772,0.35,1.3,2.5,1.15,5.08,11.66,-22.07,-44.78,-52.3
1653402753778,0.07,1.16,2.5,0.82,4.89,11.62,-21.79,-50.17,-53.42
1653402753782,-0.27,0.98,2.45,0.54,4.65,11.51,-21.97,-53.08,-53.11
1653402753787,-0.6,0.77,2.35,0.37,4.43,11.45,-22.39,-53.36,-51.95
1653402753792,-0.86,0.5,2.25,0.22,3.99,11.43,-22.67,-51.89,-50.59
1653402753797,-1.03,0.18,2.2,0.17,3.67,11.49,-21.55,-49.54,-50.27
1653402753802,-1.11,-0.17,2.23,0.23,3.38,11.53,-19.38,-46.88,-50.17
1653402753806,-1.1,-0.44,2.29,0.32,3.14,11.51,-16.47,-43.87,-50.27
1653402753811,-1.04,-0.69,2.27,0.36,2.98,11.4,-13.53,-41.35,-50.03
1653402753816,-0.97,-0.9,2.16,0.41,2.79,11.16,-8.56,-37.05,-49.5
1653402753820,-0.94,-1.07,1.97,0.45,2.62,10.9,-4.36,-32.95,-48.35
1653402753825,-0.9,-1.22,1.73,0.51,2.45,10.63,-1.52,-29.66,-47.19
1653402753830,-0.86,-1.39,1.47,0.55,2.29,10.29,2.54,-24.51,-44.85
1653402753835,-0.81,-1.56,1.14,0.64,2.08,9.95,4.67,-20.49,-42.54
1653402753839,-0.74,-1.76,0.81,0.7,1.91,9.63,5.58,-17.34,-39.77
1653402753845,-0.66,-1.94,0.48,0.74,1.81,9.41,5.02,-14.99,-36.52
1653402753850,-0.6,-2.09,0.18,0.83,1.76,9.13,3.24,-14.01,-32.74
1653402753855,-0.52,-2.14,-0.06,0.88,1.81,8.99,0.33,-14.5,-28.92
1653402753859,-0.47,-2.12,-0.23,0.92,1.88,8.96,-3.17,-16.08,-24.86
1653402753864,-0.42,-2.03,-0.3,0.93,2.05,8.95,-6.84,-18.95,-21.26
1653402753869,-0.41,-1.85,-0.31,0.99,2.27,8.99,-9.96,-22.66,-18.25
1653402753874,-0.4,-1.66,-0.29,1.05,2.36,9.08,-12.06,-25.91,-16.46
1653402753878,-0.36,-1.53,-0.21,1.17,2.4,9.2,-14.86,-32.18,-14.75
1653402753883,-0.28,-1.45,-0.11,1.29,2.39,9.27,-16.61,-37.12,-14.57
1653402753888,-0.16,-1.43,0,1.48,2.31,9.36,-17.45,-40.16,-15.06
1653402753892,-0.04,-1.47,0.08,1.61,2.23,9.42,-18.01,-44.22,-16.6
1653402753897,0.09,-1.53,0.14,1.71,2.18,9.38,-17.84,-45.76,-18.32
1653402753902,0.18,-1.58,0.13,1.86,2.04,9.19,-17.1,-45.24,-20.28
1653402753907,0.28,-1.67,0.01,1.93,1.9,8.89,-15.98,-42.02,-22.31
1653402753912,0.33,-1.8,-0.25,1.98,1.74,8.53,-14.76,-36.52,-24.48
1653402753917,0.38,-1.93,-0.59,1.98,1.62,8.11,-13.74,-30.75,-26.09
1653402753922,0.39,-2.04,-1,1.9,1.55,7.78,-12.31,-19.61,-28.05
1653402753927,0.32,-2.14,-1.42,1.72,1.43,7.24,-11.78,-9.39,-29.45
1653402753932,0.2,-2.23,-1.84,1.59,1.39,6.91,-11.22,1.56,-30.15
1653402753936,0.04,-2.28,-2.29,1.37,1.32,6.34,-10.84,12.59,-30.5
1653402753941,-0.11,-2.33,-2.74,1.14,1.33,5.88,-10.49,23.51,-30.15
1653402753945,-0.28,-2.33,-3.19,0.98,1.33,5.58,-10.21,33.45,-29.55
1653402753950,-0.46,-2.31,-3.61,0.73,1.38,5.15,-9.89,42.23,-27.98
1653402753955,-0.62,-2.26,-3.96,0.5,1.41,4.86,-10.03,47.83,-26.72
1653402753960,-0.79,-2.22,-4.25,0.34,1.5,4.56,-9.72,53.85,-24.9
1653402753965,-0.92,-2.13,-4.55,0.2,1.56,4.36,-9.26,59.07,-22.27
1653402753969,-1.04,-2.04,-4.82,-0.01,1.68,4.18,-8.81,61.69,-20.07
1653402753974,-1.19,-1.91,-5.01,-0.2,1.82,4.07,-8,62.5,-17.55
1653402753979,-1.33,-1.76,-5.11,-0.38,2.04,3.98,-7.3,61.55,-15.1
1653402753984,-1.43,-1.58,-5.17,-0.49,2.14,3.97,-6.53,59.66,-13.24
1653402753989,-1.52,-1.42,-5.19,-0.64,2.32,3.98,-5.06,54.76,-9.99
1653402753994,-1.62,-1.24,-5.17,-0.84,2.54,4.06,-3.8,48.67,-7.54
1653402753999,-1.75,-1.07,-5.11,-0.56,2.75,4.26,-2.08,40.66,-6.52
1653402754004,-1.61,-0.82,-4.94,-0.52,2.68,4.35,-1,34.15,-6.77
1653402754008,-1.42,-0.84,-4.78,-0.93,2.8,4.56,1.21,23.19,-6.14
1653402754013,-1.68,-0.79,-4.61,-1.11,2.92,4.64,2.71,14.27,-4.42
1653402754018,-1.93,-0.63,-4.45,-1.22,3.09,4.67,3.73,5.66,-2.43
1653402754022,-2.05,-0.47,-4.39,-1.35,3.42,4.97,4.46,-2.08,-0.19
1653402754027,-2.16,-0.22,-4.2,-1.31,3.65,5.33,5.34,-9.39,1.95
1653402754032,-2.19,0.03,-3.85,-1.18,3.84,5.6,6.11,-16.36,4.08
1653402754037,-2.09,0.23,-3.51,-1.14,3.89,5.77,6.77,-20.63,5.8
1653402754042,-2.02,0.33,-3.26,-1.13,3.91,6.1,8.1,-26.86,9.05
1653402754047,-2.02,0.35,-2.94,-1.02,3.91,6.57,9.36,-30.01,11.54
1653402754051,-1.98,0.35,-2.56,-0.88,3.92,6.98,10.94,-32.32,13.99
1653402754056,-1.88,0.34,-2.14,-0.77,3.99,7.37,12.51,-33.44,16.47
1653402754061,-1.77,0.37,-1.73,-0.73,4.08,7.74,14.54,-33.51,19.17
1653402754066,-1.72,0.44,-1.34,-0.74,4.17,8,15.84,-32.95,21.34
1653402754071,-1.75,0.54,-0.98,-0.66,4.33,8.34,17.41,-31.66,24.56
1653402754075,-1.72,0.65,-0.69,-0.62,4.46,8.6,18.6,-30.29,28.02
1653402754080,-1.68,0.8,-0.36,-0.51,4.63,8.85,19.23,-28.93,31.52
1653402754085,-1.61,0.95,-0.08,-0.33,4.87,9.09,19.34,-26.58,35.9
1653402754090,-1.51,1.13,0.13,-0.19,4.99,9.23,19.23,-24.69,38.98
1653402754094,-1.36,1.29,0.32,0.07,5.21,9.46,18.81,-22.8,41.01
1653402754099,-1.19,1.46,0.51,0.23,5.34,9.6,18.01,-21.22,42.09
1653402754104,-0.99,1.61,0.7,0.43,5.56,9.89,16.75,-20.38,42.62
1653402754109,-0.85,1.79,0.93,0.57,5.66,10.1,15.35,-19.82,42.06
1653402754114,-0.7,1.91,1.2,0.8,5.78,10.49,13.98,-20.28,40.97
1653402754119,-0.55,2,1.5,1.04,5.83,10.77,12.83,-20.52,39.5
1653402754124,-0.35,2.06,1.8,1.21,5.85,10.98,12.34,-20.35,37.89
1653402754128,-0.14,2.07,2.08,1.47,5.86,11.26,12.23,-19.61,34.85
1653402754133,0.05,2.09,2.32,1.65,5.89,11.44,12.58,-18.07,32.36
1653402754138,0.22,2.08,2.5,1.83,5.87,11.64,13.49,-16.04,29.25
1653402754142,0.36,2.07,2.68,2.03,5.82,11.83,14.65,-13.31,26.31
1653402754147,0.54,2.02,2.89,2.19,5.73,11.91,15.49,-9.99,23.47
1653402754152,0.7,1.92,3.01,2.35,5.63,11.94,16.01,-5.93,20.67
1653402754157,0.86,1.82,3.05,2.43,5.55,11.89,16.01,-1.59,18.19
1653402754161,0.96,1.71,3.03,2.49,5.5,11.87,15.45,3.24,16.16
1653402754166,1.03,1.62,2.99,2.55,5.42,11.84,14.23,8.11,14.51
1653402754171,1.09,1.54,2.96,2.54,5.38,11.83,12.06,14.41,13.39
1653402754177,1.11,1.49,2.93,2.5,5.37,11.86,10.94,16.89,13.04
1653402754181,1.07,1.46,2.94,2.48,5.39,11.89,8.56,22.32,13.15
1653402754186,1.07,1.47,2.96,2.49,5.39,11.93,7.26,26.62,13.18
1653402754191,1.09,1.46,3,2.47,5.31,11.97,6.81,30.89,13.08
1653402754196,1.08,1.4,3.01,2.45,5.22,11.96,7.26,34.46,12.97
1653402754201,1.09,1.31,3.01,2.37,5.16,11.95,8.49,38.1,12.59
1653402754205,1.06,1.22,2.98,2.31,5.15,11.9,10.76,41.67,12.03
1653402754210,1.01,1.18,2.96,2.26,5.2,11.78,14.12,45.63,10.59
1653402754214,0.99,1.2,2.85,2.27,5.25,11.57,18.32,50.14,8.88
1653402754219,1.01,1.22,2.67,2.35,5.28,11.29,23.01,54.76,6.43
1653402754224,1.1,1.25,2.41,2.38,5.18,10.92,27.77,59.59,3.17
1653402754229,1.2,1.16,2.06,2.38,5.09,10.52,31.62,63.62,-0.71
1653402754234,1.25,1.05,1.68,2.29,4.97,10.19,33.93,66.24,-4.25
1653402754239,1.23,0.88,1.26,2.09,4.75,9.76,35.89,69.21,-8.97
1653402754244,1.09,0.64,0.84,1.8,4.54,9.39,36.35,70.54,-14.85
1653402754248,0.87,0.4,0.45,1.52,4.41,9.01,35.58,70.12,-17.76
1653402754254,0.65,0.23,0.08,1.06,4.41,8.57,32.99,68.55,-20.49
1653402754258,0.36,0.17,-0.28,0.67,4.52,8.34,27.56,64.59,-21.36
1653402754263,0.03,0.23,-0.56,0.22,4.64,8.25,21.61,59.14,-20.1
1653402754268,-0.36,0.33,-0.69,-0.28,4.7,8.28,14.47,51.82,-16.99
1653402754272,-0.8,0.42,-0.7,-0.78,4.79,8.4,6.56,42.93,-12.05
1653402754277,-1.26,0.48,-0.6,-1.24,4.87,8.66,-1.42,32.75,-5.4
1653402754282,-1.72,0.57,-0.4,-1.62,4.99,9.11,-9.19,21.83,2.58
1653402754286,-2.12,0.69,-0.04,-1.94,5.14,9.67,-16.02,9.93,11.75
1653402754291,-2.46,0.84,0.49,-2.03,5.25,10.28,-19.94,0.65,19.03
1653402754296,-2.68,0.99,1.06,-1.74,5.2,10.95,-23.72,-14.85,31.1
1653402754301,-2.54,1.02,1.69,-1.31,4.97,11.59,-24.31,-27.45,39.08
1653402754306,-2.17,0.87,2.35,-0.76,4.63,12.14,-22.49,-39.32,44.96
1653402754310,-1.72,0.59,2.92,-0.24,4.28,12.53,-19.73,-47.37,47.97
1653402754315,-1.24,0.24,3.37,0.25,3.94,12.69,-14.23,-56.61,50.04
1653402754320,-0.79,-0.09,3.61,0.75,3.64,12.68,-5.93,-63.93,50.04
1653402754325,-0.36,-0.4,3.65,1.22,3.43,12.45,-0.16,-65.64,48.99
1653402754330,0.05,-0.65,3.5,1.57,3.25,12.09,9.57,-64.35,45.98
1653402754335,0.39,-0.84,3.18,1.81,3.18,11.62,16.5,-60.01,43.11
1653402754340,0.61,-0.96,2.75,1.92,3.16,11.2,22.07,-53.88,39.92
1653402754344,0.71,-1.02,2.31,1.93,3.16,10.87,25.6,-47.48,36.91
1653402754350,0.71,-1.03,1.9,1.91,3.14,10.35,27.6,-41.32,33.76
1653402754354,0.67,-1.05,1.49,1.87,3.16,9.98,27.88,-37.01,31.7
1653402754359,0.58,-1.06,1.04,1.72,3.19,9.21,26.93,-31.66,28.76
