time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1664105607585.8,14.9,30.1,-3.2,x
1664105607619.2,14.9,30.1,-3.3,x
1664105607668.6,14.9,30.1,-3.2,x
1664105607717.1,14.9,30.1,-3.3,x
1664105607751.5,14.9,30,-3.3,x
1664105607820,15,30,-3.2,x
1664105607868.7,15,30,-3.3,x
1664105607902.2,15.1,30,-3.4,x
1664105607935.5,15.3,29.8,-3.8,x
1664105607951.8,15.2,29.7,-3.7,x
1664105607968.5,14.9,29.5,-3.7,x
1664105607985.9,14.7,29.4,-3.7,x
1664105608002.2,14.2,29.2,-3.6,x
1664105608018.7,13.9,29.1,-3.2,x
1664105608035.9,13.8,29.2,-3.2,x
1664105608052.8,13.9,29.4,-3.3,x
1664105608068.9,13.9,29.4,-3.4,x
1664105608085.1,13.7,29.4,-3.5,x
1664105608168.5,13.6,29.5,-3.3,x
1664105608185.6,13.5,29.5,-3.3,x
1664105608219.8,13.5,29.5,-3.2,x
1664105608236.2,13.5,29.6,-3.2,x
1664105608268.6,13.5,29.5,-3.2,x
1664105608286.3,13.5,29.5,-3.1,x
1664105608302.4,13.5,29.6,-3.1,x
1664105608318.7,13.4,29.6,-2.8,x
1664105608352.1,13.4,29.6,-2.5,x
1664105608372.7,13.4,29.7,-2.4,x
1664105608384.7,13.4,29.7,-2.3,x
1664105608418.8,13.5,29.8,-2.2,x
1664105608451.9,13.6,29.8,-2.3,x
1664105608469.1,13.7,29.7,-2.4,x
1664105608535.4,13.8,29.5,-2.5,
1664105608585.1,13.6,29.6,-2.3,
1664105608602.3,13.5,29.6,-2.2,
1664105608680.4,13.4,29.6,-2.1,
1664105608718.1,13.3,29.6,-1.9,
1664105608734.7,13.3,29.6,-1.8,
1664105608756,13.2,29.6,-1.6,
1664105608768.9,13.2,29.6,-1.5,
1664105608801.8,13.1,29.6,-1.3,
1664105608818.6,13.1,29.7,-1.3,
1664105608885.3,13.2,29.6,-1.2,
1664105609052.2,13.2,29.6,-1.1,
1664105609068.6,13.2,29.7,-1,
1664105609168.5,13.2,29.6,-0.9,
1664105609284.1,13.3,29.5,-0.8,
1664105609300.7,13.4,29.3,-0.8,
1664105609317.4,13.5,29,-0.9,
