time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653401303360,-0.83,-0.27,-0.22,-1.4,2.66,9.07,-0.65,-14.15,-3.72
1653401303364,-0.93,-0.32,-0.17,-1.45,2.64,9.12,-0.37,-13.24,-1.87
1653401303370,-0.98,-0.34,-0.12,-1.54,2.63,9.13,0.05,-11.84,1.35
1653401303374,-1.06,-0.35,-0.11,-1.57,2.61,9.14,0.44,-10.79,3.8
1653401303379,-1.11,-0.36,-0.09,-1.54,2.61,9.08,0.51,-9.71,6.29
1653401303384,-1.1,-0.37,-0.13,-1.46,2.6,9.01,0.4,-8.55,8.46
1653401303388,-1.05,-0.37,-0.2,-1.39,2.58,8.94,-0.19,-7.5,10.31
1653401303394,-0.98,-0.4,-0.26,-1.32,2.62,8.92,-0.68,-6.52,11.78
1653401303398,-0.91,-0.36,-0.32,-1.23,2.62,8.91,-1.49,-5.75,12.87
1653401303403,-0.85,-0.35,-0.33,-1.02,2.56,8.89,-2.26,-5.47,13.53
1653401303408,-0.7,-0.38,-0.33,-0.68,2.42,8.9,-3.38,-5.93,13.32
1653401303412,-0.39,-0.49,-0.34,-0.3,2.28,8.93,-4.64,-7.12,12.03
1653401303417,-0.01,-0.65,-0.32,-0.55,2.5,8.93,-6.39,-8.41,9.75
1653401303422,-0.01,-0.57,-0.29,-0.84,2.78,8.88,-7.19,-8.38,8.42
1653401303426,-0.4,-0.22,-0.35,-1.02,3.05,8.77,-7.54,-7.05,8.95
1653401303431,-0.6,0.05,-0.43,-1,3.07,8.75,-7.54,-5.33,9.93
1653401303436,-0.63,0.13,-0.49,-0.79,2.97,8.78,-7.54,-3.93,11.22
1653401303441,-0.5,0.08,-0.48,-0.64,2.84,8.83,-7.72,-3.41,12.1
1653401303446,-0.3,-0.06,-0.42,-0.53,2.77,8.89,-8.42,-3.27,12.9
1653401303451,-0.19,-0.14,-0.37,-0.5,2.77,8.92,-9.89,-3.83,13.15
1653401303456,-0.15,-0.15,-0.34,-0.46,2.77,8.93,-11.54,-4.49,12.97
1653401303460,-0.12,-0.13,-0.32,-0.5,2.82,8.91,-13.5,-4.74,12.73
1653401303465,-0.14,-0.09,-0.33,-0.51,2.88,8.91,-15.67,-4.84,12.45
1653401303470,-0.17,-0.01,-0.34,-0.55,2.96,8.9,-17.73,-4.74,12.55
1653401303475,-0.21,0.07,-0.36,-0.53,3.01,8.87,-20.08,-4.39,13.08
1653401303480,-0.2,0.14,-0.38,-0.5,3.01,8.88,-22.56,-3.97,14.02
1653401303485,-0.18,0.18,-0.38,-0.45,2.99,8.85,-25.01,-2.78,14.79
1653401303489,-0.14,0.2,-0.4,-0.45,2.96,8.83,-26.97,-0.12,15.56
1653401303494,-0.13,0.18,-0.45,-0.39,2.92,8.89,-28.06,4.12,16.05
1653401303499,-0.1,0.18,-0.42,-0.4,2.93,9.04,-27.85,8.56,16.72
1653401303504,-0.06,0.17,-0.31,-0.35,2.97,9.23,-27.01,11.43,17.21
1653401303509,-0.04,0.23,-0.13,-0.27,3,9.44,-25.15,14.83,18.19
1653401303513,0.04,0.28,0.07,-0.21,2.99,9.65,-23.33,15.88,18.71
1653401303518,0.1,0.31,0.27,-0.15,2.93,9.79,-21.41,15.67,18.75
1653401303523,0.19,0.26,0.46,-0.09,2.85,9.95,-19.48,14.86,18.19
1653401303528,0.25,0.2,0.6,-0.08,2.83,10.05,-17.17,13.53,17.7
1653401303533,0.28,0.17,0.7,-0.1,2.88,10.15,-14.76,12.17,16.89
1653401303537,0.28,0.21,0.79,-0.11,2.94,10.22,-12.03,10.63,16.37
1653401303542,0.27,0.28,0.88,-0.11,2.99,10.24,-9.89,9.4,15.98
1653401303547,0.26,0.35,0.9,-0.06,3.04,10.24,-6.28,6.74,15.32
1653401303552,0.29,0.39,0.91,-0.01,3.04,10.22,-4.29,4.75,15.04
1653401303557,0.35,0.4,0.89,0.12,3.01,10.14,-1.8,1.98,14.06
1653401303561,0.43,0.38,0.83,0.28,3,10.03,0.54,-1.48,12.62
1653401303566,0.57,0.36,0.74,0.37,3,9.94,1.84,-3.62,10.84
1653401303571,0.7,0.36,0.62,0.48,3,9.74,2.4,-5.05,9.09
1653401303575,0.79,0.36,0.46,0.53,3,9.66,2.64,-5.4,7.72
1653401303581,0.85,0.36,0.33,0.49,3.01,9.54,2.43,-5.37,5.97
1653401303585,0.82,0.36,0.21,0.35,2.97,9.43,1.56,-4.35,3.77
1653401303590,0.72,0.34,0.12,0.22,2.92,9.38,0.47,-2.99,2.16
1653401303595,0.57,0.29,0.05,0.09,2.92,9.37,-0.44,-1.87,1.21
1653401303600,0.42,0.27,0.02,-0.04,2.86,9.34,-1.21,-1.59,0.76
1653401303605,0.3,0.22,0.01,-0.11,2.85,9.34,-1.73,-0.99,0.83
1653401303609,0.22,0.21,0,-0.21,2.83,9.29,-1.8,-0.61,1.18
1653401303615,0.11,0.19,-0.05,-0.33,2.78,9.19,-1.59,-0.08,2.02
1653401303619,0.01,0.15,-0.12,-0.4,2.78,9.2,-1.14,0.2,2.58
1653401303624,-0.07,0.13,-0.15,-0.41,2.77,9.17,-0.51,0.13,3.38
1653401303629,-0.1,0.13,-0.16,-0.38,2.76,9.14,0.16,0.09,3.94
1653401303634,-0.07,0.11,-0.2,-0.28,2.75,9.11,0.65,0.06,4.61
1653401303639,0,0.1,-0.21,-0.24,2.75,9.09,1.24,0.27,4.64
1653401303643,0.04,0.09,-0.24,-0.22,2.75,9.09,1.52,0.41,4.64
1653401303648,0.08,0.1,-0.25,-0.2,2.77,9.07,1.52,0.72,4.82
1653401303653,0.1,0.12,-0.26,-0.19,2.8,9.12,1.49,0.76,4.68
1653401303657,0.11,0.14,-0.24,-0.17,2.81,9.12,1.1,0.58,4.75
1653401303663,0.12,0.15,-0.22,-0.16,2.81,9.11,0.4,0.51,4.92
1653401303667,0.14,0.15,-0.22,-0.16,2.81,9.1,-0.23,0.58,5.1
1653401303672,0.15,0.16,-0.23,-0.16,2.78,9.13,-0.89,0.65,5.34
1653401303676,0.14,0.13,-0.21,-0.18,2.77,9.15,-1.56,0.83,5.45
1653401303681,0.11,0.12,-0.17,-0.14,2.75,9.17,-2.01,1.07,5.62
1653401303686,0.13,0.11,-0.17,-0.12,2.72,9.18,-2.68,1.18,5.41
1653401303691,0.17,0.08,-0.16,-0.09,2.7,9.19,-3.03,1.35,5.34
1653401303696,0.21,0.05,-0.15,-0.01,2.68,9.25,-3.45,0.97,4.75
1653401303701,0.27,0.03,-0.11,0.01,2.66,9.26,-3.66,0.58,3.98
1653401303705,0.31,0.02,-0.08,0.1,2.64,9.25,-3.97,0.51,3.1
1653401303710,0.37,0,-0.08,0.1,2.66,9.25,-3.97,0.44,2.26
1653401303715,0.39,0.02,-0.09,0.11,2.7,9.28,-4.04,0.44,1.56
1653401303720,0.39,0.06,-0.06,0.1,2.71,9.34,-3.94,0.34,0.65
1653401303725,0.37,0.07,-0.01,0.06,2.69,9.39,-4.04,0.02,0.02
1653401303730,0.34,0.07,0.05,0.04,2.69,9.41,-4.04,-0.05,-0.61
1653401303735,0.32,0.07,0.06,0.01,2.65,9.46,-4.01,-0.4,-1.52
1653401303739,0.3,0.04,0.1,-0.07,2.64,9.44,-4.04,-0.54,-2.01
1653401303744,0.23,0.02,0.11,-0.17,2.63,9.42,-4.04,-0.57,-2.15
1653401303749,0.14,0.01,0.08,-0.24,2.65,9.42,-3.8,-0.57,-1.94
1653401303754,0.06,0.03,0.07,-0.32,2.64,9.39,-3.38,-0.54,-1.8
1653401303759,-0.04,0.03,0.05,-0.4,2.68,9.42,-3.03,-0.33,-1.27
1653401303763,-0.11,0.05,0.06,-0.41,2.68,9.42,-2.68,-0.4,-0.68
1653401303768,-0.12,0.07,0.07,-0.47,2.67,9.43,-2.29,-0.15,0.27
1653401303773,-0.17,0.07,0.08,-0.47,2.67,9.44,-1.73,-0.05,0.62
1653401303777,-0.19,0.06,0.08,-0.45,2.71,9.47,-0.75,0.06,1.21
1653401303782,-0.19,0.1,0.11,-0.41,2.72,9.52,-0.19,-0.19,1.53
1653401303787,-0.14,0.11,0.15,-0.4,2.72,9.53,0.3,-0.54,1.53
1653401303792,-0.12,0.11,0.16,-0.39,2.71,9.47,0.72,-0.5,1.46
1653401303797,-0.11,0.1,0.12,-0.38,2.7,9.43,0.93,-0.19,1.39
1653401303801,-0.1,0.09,0.09,-0.4,2.7,9.43,1.14,-0.08,1.14
1653401303807,-0.1,0.08,0.07,-0.41,2.68,9.44,0.89,-0.26,1
1653401303811,-0.13,0.07,0.07,-0.43,2.67,9.39,0.82,-0.29,1.18
1653401303816,-0.15,0.06,0.03,-0.43,2.69,9.36,0.65,-0.12,1.21
1653401303821,-0.14,0.07,0.01,-0.42,2.67,9.34,0.33,-0.01,1.25
1653401303826,-0.14,0.05,-0.01,-0.39,2.66,9.34,0.05,-0.12,1.39
1653401303831,-0.12,0.03,-0.02,-0.37,2.64,9.34,-0.26,-0.22,1.63
1653401303835,-0.1,0.03,-0.03,-0.34,2.62,9.33,-0.54,-0.15,1.46
1653401303840,-0.06,0.01,-0.03,-0.36,2.64,9.34,-1.21,0.34,1.42
1653401303845,-0.06,0.02,-0.02,-0.39,2.66,9.36,-1.91,0.72,1.39
1653401303850,-0.08,0.03,-0.01,-0.4,2.67,9.38,-2.54,0.9,1.39
1653401303855,-0.1,0.05,0.01,-0.41,2.67,9.39,-2.92,0.83,1.28
1653401303859,-0.12,0.06,0.03,-0.4,2.68,9.36,-3.31,0.9,1.25
1653401303865,-0.11,0.07,0,-0.39,2.71,9.39,-3.73,0.9,1.11
1653401303869,-0.1,0.08,0.02,-0.37,2.73,9.43,-4.01,0.97,0.86
1653401303874,-0.08,0.11,0.05,-0.35,2.69,9.45,-4.11,0.9,0.55
1653401303879,-0.06,0.1,0.07,-0.37,2.71,9.46,-3.9,1.25,0.27
1653401303883,-0.06,0.1,0.09,-0.36,2.72,9.47,-3.31,1.53,0.02
1653401303889,-0.08,0.11,0.09,-0.37,2.71,9.47,-3.2,1.53,-0.08
1653401303893,-0.07,0.12,0.1,-0.41,2.73,9.49,-2.68,1.46,0.02
1653401303897,-0.09,0.13,0.12,-0.41,2.72,9.47,-2.05,1.21,-0.05
1653401303902,-0.11,0.12,0.11,-0.44,2.73,9.48,-1.21,1,0.13
1653401303907,-0.13,0.13,0.1,-0.44,2.74,9.48,-0.54,0.65,0.34
1653401303912,-0.13,0.14,0.11,-0.44,2.74,9.49,-0.26,0.37,0.34
1653401303917,-0.13,0.14,0.12,-0.44,2.69,9.46,0.47,-0.01,0.65
1653401303922,-0.13,0.11,0.1,-0.46,2.67,9.41,1.1,-0.26,0.79
1653401303927,-0.15,0.07,0.04,-0.45,2.65,9.39,1.8,-0.22,1.07
1653401303931,-0.13,0.05,0.02,-0.43,2.66,9.33,2.22,-0.05,1.49
1653401303936,-0.13,0.04,-0.03,-0.4,2.68,9.28,2.85,0.2,1.95
1653401303941,-0.09,0.06,-0.09,-0.36,2.67,9.21,3.1,0.83,2.12
1653401303946,-0.06,0.06,-0.13,-0.3,2.67,9.15,3.2,1.49,2.16
1653401303951,-0.01,0.05,-0.19,-0.29,2.71,9.11,2.96,2.09,2.3
1653401303956,0.02,0.06,-0.24,-0.25,2.71,9.08,2.22,2.65,2.26
1653401303960,0.06,0.08,-0.28,-0.26,2.71,9.05,1.38,2.86,2.09
1653401303965,0.06,0.09,-0.3,-0.23,2.7,9.04,-0.16,3,2.02
1653401303970,0.08,0.07,-0.31,-0.2,2.71,9.02,-1.59,3.24,1.6
1653401303975,0.11,0.09,-0.33,-0.23,2.69,9.04,-2.82,3.28,1.14
1653401303979,0.1,0.07,-0.33,-0.23,2.66,9.05,-4.15,3.03,0.9
1653401303984,0.09,0.05,-0.31,-0.25,2.66,9.08,-4.88,2.75,0.41
1653401303989,0.08,0.04,-0.27,-0.27,2.62,9.15,-5.97,2.26,-0.22
1653401303994,0.06,0.02,-0.21,-0.28,2.6,9.22,-6.53,2.02,-0.47
1653401303998,0.06,0.01,-0.16,-0.32,2.58,9.28,-6.95,1.67,-0.71
1653401304004,0.02,-0.01,-0.1,-0.32,2.55,9.36,-7.12,1.67,-0.89
1653401304008,0,-0.03,-0.02,-0.33,2.54,9.42,-7.12,1.77,-1.13
1653401304014,0,-0.05,0.05,-0.32,2.52,9.48,-6.63,2.16,-1.31
1653401304018,0.01,-0.05,0.11,-0.34,2.51,9.52,-5.79,2.44,-1.24
1653401304022,0.01,-0.05,0.14,-0.33,2.54,9.56,-5.06,2.68,-1.24
1653401304027,0,-0.05,0.19,-0.33,2.54,9.55,-4.15,3.14,-1.27
1653401304032,0.01,-0.03,0.19,-0.3,2.56,9.62,-3.06,3.56,-1.06
1653401304037,0.03,-0.01,0.22,-0.31,2.55,9.65,-1.98,3.66,-1.06
1653401304042,0.04,-0.01,0.27,-0.32,2.55,9.65,-1.03,3.73,-0.82
1653401304047,0.04,-0.01,0.27,-0.29,2.56,9.64,-0.23,3.63,-0.68
1653401304052,0.05,-0.01,0.27,-0.29,2.54,9.62,0.09,3.45,-0.78
1653401304057,0.06,-0.02,0.25,-0.26,2.54,9.6,0.37,3.21,-0.75
1653401304062,0.09,-0.03,0.23,-0.25,2.53,9.59,0.37,2.75,-1.2
1653401304066,0.11,-0.03,0.22,-0.23,2.5,9.6,0.16,2.47,-1.66
1653401304071,0.12,-0.07,0.22,-0.25,2.49,9.61,-0.12,1.91,-2.15
1653401304075,0.12,-0.07,0.23,-0.26,2.46,9.65,-0.23,1.39,-2.67
1653401304081,0.11,-0.08,0.25,-0.31,2.47,9.68,-0.33,0.9,-3.3
1653401304085,0.07,-0.1,0.28,-0.33,2.48,9.69,-0.02,0.58,-3.65
1653401304090,0.04,-0.08,0.3,-0.39,2.5,9.69,0.61,0.41,-4
1653401304095,-0.01,-0.07,0.3,-0.42,2.49,9.68,1.45,0.65,-3.79
1653401304100,-0.06,-0.07,0.29,-0.43,2.51,9.67,2.19,0.9,-3.62
1653401304104,-0.07,-0.06,0.28,-0.41,2.54,9.65,3.66,1.21,-3.23
1653401304109,-0.05,-0.04,0.26,-0.4,2.57,9.64,4.71,1.28,-3.09
1653401304114,-0.03,-0.02,0.25,-0.38,2.59,9.6,5.51,1.28,-2.85
1653401304119,-0.01,0.01,0.21,-0.36,2.62,9.55,6.04,1.21,-2.71
1653401304123,0.02,0.02,0.16,-0.34,2.66,9.53,6.25,1.14,-2.46
1653401304128,0.03,0.07,0.14,-0.33,2.7,9.5,6.18,0.76,-2.5
1653401304133,0.04,0.09,0.11,-0.31,2.74,9.45,5.97,0.62,-2.43
1653401304138,0.06,0.13,0.07,-0.29,2.77,9.44,5.41,0.3,-2.43
1653401304143,0.07,0.16,0.05,-0.29,2.78,9.44,4.99,-0.01,-2.67
1653401304148,0.08,0.17,0.05,-0.27,2.79,9.44,4.36,-0.19,-2.99
1653401304152,0.11,0.18,0.04,-0.25,2.83,9.41,3.9,-0.26,-3.06
1653401304157,0.11,0.21,0.02,-0.28,2.82,9.43,3.38,-0.5,-2.85
1653401304162,0.09,0.21,0.03,-0.3,2.84,9.49,2.68,-0.89,-2.88
1653401304167,0.07,0.22,0.08,-0.3,2.83,9.5,2.22,-1.24,-2.78
1653401304172,0.07,0.21,0.1,-0.32,2.81,9.5,1.84,-1.59,-2.43
1653401304177,0.06,0.18,0.1,-0.29,2.76,9.5,1.49,-1.8,-2.57
1653401304182,0.07,0.14,0.1,-0.29,2.75,9.52,1.45,-2.08,-2.32
1653401304186,0.08,0.11,0.1,-0.3,2.71,9.57,1.31,-2.6,-2.18
1653401304190,0.07,0.1,0.15,-0.28,2.69,9.53,1.42,-2.78,-2.29
1653401304196,0.07,0.06,0.16,-0.3,2.69,9.49,1.73,-2.57,-2.57
1653401304201,0.06,0.06,0.1,-0.3,2.68,9.5,2.43,-2.25,-2.57
1653401304206,0.06,0.04,0.1,-0.32,2.68,9.5,2.96,-2.11,-2.46
1653401304210,0.04,0.03,0.1,-0.34,2.66,9.46,3.66,-1.87,-2.5
1653401304215,0.03,0.02,0.07,-0.34,2.66,9.41,4.5,-1.62,-2.74
1653401304220,0.02,0,0.03,-0.35,2.63,9.36,5.02,-1.34,-2.74
1653401304224,0,-0.02,-0.03,-0.36,2.62,9.27,5.48,-1.06,-2.81
1653401304230,0,-0.03,-0.09,-0.34,2.6,9.23,5.83,-0.68,-2.88
1653401304234,0.01,-0.04,-0.15,-0.35,2.58,9.21,6,-0.47,-3.3
1653401304239,0,-0.09,-0.16,-0.37,2.57,9.19,5.79,-0.33,-3.44
1653401304244,-0.01,-0.09,-0.2,-0.39,2.56,9.17,5.79,-0.22,-3.62
1653401304248,-0.03,-0.11,-0.21,-0.4,2.55,9.11,5.41,-0.12,-3.76
1653401304253,-0.04,-0.12,-0.26,-0.41,2.54,9.06,4.92,0.06,-3.9
1653401304258,-0.04,-0.14,-0.3,-0.45,2.53,9.03,4.43,0.41,-3.9
1653401304263,-0.07,-0.15,-0.33,-0.46,2.5,9,3.94,0.65,-3.9
1653401304268,-0.1,-0.17,-0.35,-0.47,2.48,9,3.38,1.18,-3.51
1653401304272,-0.1,-0.19,-0.37,-0.49,2.49,9,3.06,1.81,-3.41
1653401304277,-0.12,-0.2,-0.36,-0.47,2.45,8.99,2.99,2.19,-3.41
1653401304282,-0.11,-0.23,-0.37,-0.46,2.42,8.99,2.96,2.75,-3.23
1653401304287,-0.08,-0.25,-0.36,-0.44,2.42,8.99,2.71,2.89,-3.06
1653401304292,-0.07,-0.27,-0.36,-0.44,2.43,8.96,2.26,3.14,-3.13
1653401304297,-0.06,-0.25,-0.38,-0.49,2.43,8.97,1.45,3.31,-2.81
1653401304301,-0.08,-0.24,-0.38,-0.51,2.43,8.99,0.47,3.35,-2.67
1653401304306,-0.11,-0.25,-0.36,-0.55,2.41,9.02,-0.68,3.07,-2.67
1653401304311,-0.14,-0.26,-0.33,-0.58,2.38,9.05,-1.98,2.82,-2.74
1653401304316,-0.16,-0.27,-0.3,-0.62,2.4,9.08,-3.1,2.72,-2.64
1653401304320,-0.2,-0.27,-0.26,-0.64,2.39,9.11,-4.18,2.3,-2.32
1653401304325,-0.23,-0.27,-0.23,-0.65,2.39,9.15,-4.78,2.05,-2.29
1653401304330,-0.24,-0.27,-0.19,-0.67,2.41,9.21,-5.16,1.6,-1.66
1653401304335,-0.25,-0.25,-0.13,-0.66,2.4,9.25,-5.34,1.46,-1.2
1653401304340,-0.24,-0.24,-0.1,-0.66,2.39,9.28,-5.44,1.25,-0.47
1653401304344,-0.24,-0.24,-0.07,-0.66,2.38,9.31,-5.16,0.86,-0.12
1653401304349,-0.24,-0.24,-0.02,-0.62,2.4,9.34,-5.16,0.62,0.09
1653401304354,-0.21,-0.23,0,-0.62,2.44,9.38,-5.09,0.37,0.44
1653401304359,-0.18,-0.19,0.03,-0.6,2.46,9.41,-4.99,0.06,0.76
1653401304364,-0.17,-0.15,0.06,-0.57,2.5,9.42,-4.88,-0.05,1
1653401304369,-0.14,-0.11,0.07,-0.55,2.54,9.42,-4.99,-0.08,1.28
1653401304374,-0.12,-0.06,0.08,-0.51,2.6,9.43,-4.99,-0.08,1.49
1653401304378,-0.09,-0.02,0.08,-0.47,2.64,9.45,-5.09,0.09,1.56
1653401304383,-0.05,0.03,0.09,-0.45,2.65,9.48,-4.92,0.51,1.53
1653401304388,-0.02,0.05,0.13,-0.4,2.7,9.55,-4.53,0.76,1.46
1653401304393,0.03,0.08,0.16,-0.39,2.73,9.61,-3.97,0.65,1.28
1653401304398,0.05,0.13,0.24,-0.37,2.75,9.64,-3.31,0.58,1.14
1653401304403,0.06,0.15,0.27,-0.35,2.76,9.62,-2.47,0.72,0.9
1653401304407,0.08,0.18,0.26,-0.32,2.76,9.63,-1.77,0.79,0.93
1653401304412,0.11,0.17,0.27,-0.28,2.77,9.63,-1.07,0.62,0.83
1653401304416,0.15,0.18,0.27,-0.27,2.77,9.61,-0.51,0.55,0.55
1653401304422,0.15,0.19,0.26,-0.25,2.8,9.59,-0.05,0.37,0.48
1653401304427,0.16,0.2,0.23,-0.27,2.77,9.57,0.4,0.16,-0.01
1653401304431,0.17,0.18,0.2,-0.25,2.76,9.54,0.68,0.02,-0.64
1653401304436,0.17,0.16,0.18,-0.25,2.77,9.51,0.93,-0.22,-0.82
1653401304441,0.17,0.18,0.16,-0.25,2.77,9.49,1.35,-0.54,-1.59
1653401304445,0.17,0.16,0.12,-0.26,2.78,9.46,1.59,-0.68,-1.9
1653401304450,0.16,0.18,0.09,-0.29,2.78,9.44,1.7,-0.75,-2.25
1653401304455,0.13,0.17,0.08,-0.32,2.79,9.44,1.87,-0.96,-2.6
1653401304460,0.1,0.18,0.06,-0.35,2.78,9.4,1.66,-0.78,-2.74
1653401304464,0.07,0.17,0.04,-0.37,2.78,9.41,1.77,-0.68,-2.99
1653401304469,0.05,0.17,0.04,-0.39,2.76,9.41,1.77,-0.57,-3.13
1653401304474,0.04,0.15,0.04,-0.41,2.78,9.39,1.66,-0.47,-3.27
1653401304479,0.01,0.15,0.03,-0.42,2.78,9.39,2.12,-0.12,-3.34
1653401304484,0,0.16,0.01,-0.42,2.73,9.32,2.36,0.3,-3.41
1653401304489,-0.01,0.12,-0.03,-0.45,2.69,9.29,2.5,0.58,-3.37
1653401304493,-0.02,0.08,-0.07,-0.45,2.69,9.29,2.82,1.04,-3.51
1653401304499,-0.03,0.07,-0.07,-0.48,2.64,9.28,2.99,0.97,-3.51
1653401304503,-0.05,0.02,-0.09,-0.47,2.66,9.24,2.99,1.18,-3.65
1653401304508,-0.05,0.02,-0.11,-0.48,2.66,9.22,2.99,1.53,-3.72
1653401304513,-0.05,0.02,-0.14,-0.49,2.7,9.2,2.71,1.84,-3.79
1653401304518,-0.05,0.05,-0.16,-0.5,2.67,9.19,2.12,1.88,-3.58
1653401304523,-0.06,0.04,-0.17,-0.5,2.7,9.17,1.7,2.05,-3.48
1653401304527,-0.06,0.06,-0.18,-0.48,2.7,9.12,1,2.26,-3.16
1653401304532,-0.04,0.06,-0.22,-0.48,2.71,9.09,0.54,2.82,-3.09
1653401304537,-0.03,0.07,-0.25,-0.43,2.7,9.05,-0.4,3.31,-2.95
1653401304542,-0.01,0.05,-0.3,-0.38,2.7,9.03,-1.07,3.45,-2.95
1653401304547,0.05,0.05,-0.31,-0.39,2.7,9.07,-1.98,3.28,-3.2
1653401304551,0.07,0.06,-0.3,-0.39,2.66,9.1,-3.27,2.72,-3.72
1653401304555,0.07,0.03,-0.27,-0.39,2.66,9.1,-3.55,2.51,-4.14
1653401304561,0.07,0.03,-0.24,-0.39,2.65,9.11,-3.73,2.47,-4.18
1653401304566,0.06,0.01,-0.22,-0.43,2.63,9.14,-5.83,1.07,-5.72
1653401304570,0.04,0,-0.2,-0.46,2.57,9.21,-6.21,0.51,-6.03
1653401304575,0.01,-0.04,-0.14,-0.48,2.55,9.25,-6.25,0.2,-6.63
1653401304580,-0.01,-0.06,-0.1,-0.56,2.53,9.26,-6.25,0.34,-6.56
1653401304585,-0.08,-0.09,-0.09,-0.62,2.52,9.29,-5.9,0.72,-6.42
1653401304589,-0.14,-0.08,-0.06,-0.63,2.51,9.35,-5.62,0.9,-6.03
1653401304594,-0.15,-0.08,-0.02,-0.67,2.54,9.37,-5.27,1.11,-5.19
1653401304599,-0.18,-0.07,0.01,-0.7,2.52,9.4,-5.13,1.11,-4.81
1653401304604,-0.2,-0.06,0.04,-0.69,2.51,9.43,-4.67,1.53,-4.18
1653401304609,-0.21,-0.07,0.07,-0.68,2.5,9.45,-4.29,1.74,-3.65
1653401304614,-0.21,-0.07,0.09,-0.64,2.51,9.48,-3.97,1.81,-3.37
1653401304619,-0.17,-0.08,0.11,-0.65,2.5,9.54,-3.73,1.39,-2.88
1653401304623,-0.15,-0.07,0.16,-0.63,2.52,9.56,-3.59,0.83,-2.5
1653401304628,-0.14,-0.05,0.19,-0.59,2.54,9.55,-3.38,0.72,-2.11
1653401304633,-0.1,-0.04,0.19,-0.52,2.53,9.53,-3.24,0.2,-1.59
1653401304638,-0.04,-0.03,0.17,-0.46,2.54,9.54,-3.06,0.09,-1.13
1653401304643,0.02,-0.03,0.17,-0.41,2.53,9.54,-2.96,-0.29,-1.06
1653401304647,0.08,-0.03,0.17,-0.37,2.53,9.55,-3.1,-0.99,-0.64
1653401304652,0.13,-0.03,0.18,-0.32,2.54,9.55,-2.99,-1.41,-1.1
1653401304657,0.16,-0.02,0.19,-0.28,2.49,9.53,-3.03,-1.48,-1.45
1653401304662,0.2,-0.04,0.17,-0.24,2.49,9.51,-2.89,-1.48,-2.39
1653401304667,0.23,-0.06,0.15,-0.21,2.49,9.51,-2.61,-1.41,-2.78
1653401304671,0.26,-0.05,0.13,-0.23,2.49,9.51,-2.33,-1.03,-3.23
1653401304676,0.26,-0.05,0.13,-0.25,2.49,9.49,-1.84,-0.82,-3.34
1653401304681,0.24,-0.05,0.11,-0.29,2.5,9.44,-1.49,-0.57,-3.37
1653401304685,0.2,-0.05,0.07,-0.31,2.5,9.43,-1.35,-0.61,-3.51
1653401304690,0.17,-0.04,0.05,-0.34,2.49,9.41,-1.28,-0.75,-3.55
1653401304695,0.16,-0.04,0.04,-0.35,2.49,9.38,-1.24,-1.34,-4.04
1653401304700,0.13,-0.05,0.01,-0.37,2.45,9.36,-1.38,-1.59,-4.07
1653401304705,0.1,-0.07,-0.01,-0.42,2.46,9.34,-1.59,-1.69,-4.49
1653401304709,0.08,-0.07,-0.04,-0.43,2.46,9.32,-2.08,-1.87,-4.46
1653401304715,0.04,-0.07,-0.05,-0.49,2.49,9.29,-2.33,-1.73,-4.46
1653401304719,0,-0.05,-0.08,-0.5,2.49,9.27,-2.4,-1.48,-4.28
1653401304724,-0.03,-0.04,-0.11,-0.52,2.53,9.27,-2.82,-1.41,-3.86
1653401304729,-0.04,-0.01,-0.12,-0.52,2.5,9.3,-3.17,-1.62,-3.51
1653401304734,-0.05,0,-0.09,-0.53,2.49,9.32,-3.66,-1.94,-3.2
1653401304738,-0.06,-0.02,-0.07,-0.53,2.49,9.34,-4.15,-2.22,-2.95
1653401304744,-0.06,-0.02,-0.06,-0.52,2.48,9.37,-4.64,-2.15,-2.78
1653401304748,-0.05,-0.02,-0.03,-0.54,2.52,9.38,-5.02,-1.9,-2.57
1653401304753,-0.06,0.01,-0.02,-0.55,2.52,9.38,-4.85,-1.45,-2.36
1653401304758,-0.07,0.02,-0.01,-0.55,2.52,9.4,-4.67,-0.68,-2.22
1653401304763,-0.07,0.02,0.01,-0.52,2.54,9.47,-4.15,-0.33,-2.08
1653401304768,-0.05,0.04,0.06,-0.51,2.55,9.49,-3.13,0.06,-1.94
1653401304772,-0.04,0.05,0.09,-0.51,2.57,9.47,-2.22,0.3,-1.87
1653401304778,-0.04,0.08,0.09,-0.49,2.57,9.47,-1.42,0.48,-1.76
1653401304782,-0.01,0.08,0.08,-0.49,2.57,9.47,-0.68,0.72,-1.76
1653401304786,-0.01,0.08,0.08,-0.49,2.57,9.46,-0.4,0.76,-1.94
1653401304792,-0.01,0.08,0.07,-0.5,2.57,9.46,-0.12,0.51,-2.29
1653401304796,-0.01,0.08,0.06,-0.52,2.57,9.44,-0.09,0.34,-2.5
1653401304801,-0.03,0.07,0.05,-0.56,2.56,9.42,-0.12,0.34,-2.74
1653401304806,-0.06,0.08,0.04,-0.58,2.57,9.42,-0.19,0.02,-2.71
1653401304811,-0.09,0.07,0.02,-0.62,2.54,9.42,-0.26,-0.33,-2.53
1653401304815,-0.13,0.05,0.02,-0.66,2.53,9.41,-0.3,-0.57,-2.32
