time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402803892,-0.18,-0.67,-3.61,0.9,2.92,5.24,-3.62,40.87,-2.01
1653402803897,-0.22,-0.53,-3.59,0.85,2.96,5.23,-3.27,35.69,-1.69
1653402803902,-0.28,-0.44,-3.58,0.8,3.03,5.22,-2.68,30.96,-1.34
1653402803906,-0.3,-0.38,-3.57,0.73,3.05,5.26,-2.01,25.47,-1.13
1653402803911,-0.34,-0.34,-3.53,0.67,3.05,5.29,-1.49,19.76,-1.17
1653402803916,-0.39,-0.35,-3.47,0.65,3.1,5.4,-1.31,15.18,-1.03
1653402803921,-0.42,-0.3,-3.37,0.67,3.15,5.48,-1.17,7.37,-1.38
1653402803926,-0.4,-0.24,-3.24,0.72,3.32,5.61,-1.35,3,-1.76
1653402803931,-0.38,-0.14,-3.13,0.77,3.41,5.67,-1.21,-2.46,-2.25
1653402803935,-0.32,-0.01,-3.02,0.78,3.54,5.77,-1.14,-7.01,-2.64
1653402803940,-0.29,0.11,-2.92,0.78,3.63,5.87,-1.17,-10.83,-2.88
1653402803945,-0.29,0.23,-2.77,0.72,3.75,5.98,-0.86,-13.94,-3.13
1653402803950,-0.34,0.33,-2.65,0.7,3.81,6.06,-0.68,-15.34,-2.74
1653402803955,-0.39,0.41,-2.56,0.78,3.8,6.19,-0.44,-16.29,-2.15
1653402803959,-0.36,0.41,-2.43,0.86,3.79,6.31,-0.4,-16.22,-2.04
1653402803964,-0.26,0.4,-2.27,0.93,3.78,6.4,-0.33,-15.59,-1.55
1653402803967,-0.2,0.39,-2.16,0.94,3.78,6.41,0.02,-12.86,-0.92
1653402803974,-0.19,0.39,-2.1,0.9,3.83,6.46,-0.02,-10.37,-0.47
1653402803981,-0.22,0.43,-2.06,0.83,3.93,6.6,-0.09,-9.88,-0.22
1653402803983,-0.27,0.49,-1.96,0.78,4,6.66,-0.61,-8.41,0.27
1653402803989,-0.33,0.57,-1.86,0.76,4.09,6.79,-1.35,-7.47,0.86
1653402803993,-0.38,0.65,-1.74,0.74,4.15,6.9,-2.78,-6.91,1.63
1653402803997,-0.41,0.73,-1.59,0.7,4.28,7.07,-4.6,-6.91,2.33
1653402804003,-0.45,0.84,-1.45,0.62,4.38,7.2,-6.84,-7.12,3.45
1653402804008,-0.51,0.96,-1.28,0.61,4.53,7.44,-8.53,-7.29,3.84
1653402804012,-0.54,1.07,-1.08,0.6,4.63,7.64,-10.17,-7.4,4.33
1653402804017,-0.55,1.19,-0.88,0.61,4.67,7.85,-11.5,-6.98,4.57
1653402804022,-0.56,1.25,-0.68,0.61,4.65,8.08,-12.69,-6.42,4.75
1653402804026,-0.56,1.26,-0.45,0.64,4.63,8.23,-13.39,-5.93,4.75
1653402804031,-0.53,1.23,-0.24,0.73,4.59,8.56,-14.02,-4.6,4.82
1653402804036,-0.46,1.21,0.01,0.74,4.61,8.74,-13.88,-3.3,4.82
1653402804041,-0.43,1.21,0.25,0.72,4.61,9.07,-13.29,-1.2,4.99
1653402804046,-0.43,1.21,0.5,0.7,4.62,9.27,-12.1,1.42,5.2
1653402804051,-0.46,1.23,0.72,0.63,4.59,9.51,-9.54,4.75,5.8
1653402804055,-0.49,1.2,0.91,0.56,4.61,9.64,-7.65,7.02,6.25
1653402804060,-0.56,1.21,1.09,0.47,4.61,9.77,-4.74,10.1,7.09
1653402804065,-0.64,1.22,1.23,0.38,4.61,9.87,-1.49,13.11,8.07
1653402804070,-0.71,1.2,1.32,0.28,4.64,9.96,1.8,16.16,9.12
1653402804075,-0.79,1.22,1.42,0.17,4.68,10.01,5.16,18.5,10.56
1653402804080,-0.91,1.25,1.48,0.03,4.78,10.07,8.49,20.85,11.99
1653402804085,-1.03,1.34,1.53,-0.13,4.9,10.11,11.95,22.84,13.64
1653402804089,-1.14,1.41,1.56,-0.29,5.04,10.19,15.03,24.21,15.25
1653402804094,-1.27,1.52,1.61,-0.37,5.1,10.26,17.97,24.73,17
1653402804099,-1.37,1.61,1.69,-0.45,5.18,10.34,20.7,24.8,18.57
1653402804104,-1.43,1.66,1.78,-0.48,5.19,10.4,22.49,24.21,19.87
1653402804108,-1.46,1.65,1.83,-0.47,5.21,10.48,24.2,22.67,21.34
1653402804113,-1.45,1.64,1.89,-0.44,5.22,10.51,25.71,20.08,23.37
1653402804118,-1.4,1.63,1.94,-0.33,5.22,10.58,26.55,17.42,24.94
1653402804122,-1.31,1.6,1.99,-0.23,5.22,10.65,27.18,14.48,26.69
1653402804127,-1.2,1.58,2.05,-0.1,5.21,10.71,27.07,11.4,28.51
1653402804132,-1.08,1.55,2.11,0.06,5.22,10.78,26.83,9.16,29.95
1653402804137,-0.93,1.52,2.18,0.16,5.22,10.86,25.57,4.92,32.22
1653402804142,-0.8,1.52,2.26,0.25,5.37,11.01,24.45,2.12,33.62
1653402804146,-0.72,1.6,2.38,0.29,5.47,11.1,23.19,0.41,34.92
1653402804151,-0.67,1.67,2.48,0.3,5.58,11.16,22.49,-0.01,35.55
1653402804156,-0.66,1.78,2.55,0.29,5.74,11.19,21.79,1.21,36.42
1653402804161,-0.66,1.9,2.57,0.28,5.82,11.25,21.75,4.68,36.91
1653402804166,-0.68,1.97,2.6,0.25,5.9,11.31,22.21,8.11,36.84
1653402804171,-0.71,2.03,2.65,0.24,5.93,11.41,22.49,11.29,36.63
1653402804176,-0.72,2.05,2.74,0.19,5.96,11.51,22.42,13.39,36.07
1653402804181,-0.75,2.06,2.83,0.17,5.98,11.59,21.72,13.95,35.48
1653402804185,-0.8,2.06,2.96,0.07,6.01,11.81,20.04,12.8,34.99
1653402804190,-0.87,2.06,3.09,0.05,6.06,11.94,17.55,10.14,34.64
1653402804195,-0.9,2.1,3.25,0.09,6.11,12.21,14.37,5.38,34.92
1653402804200,-0.88,2.14,3.44,0.16,6.12,12.47,10.8,-0.71,35.58
1653402804204,-0.85,2.13,3.68,0.27,6.06,12.88,5.86,-9.81,36.98
1653402804209,-0.79,2.1,3.97,0.34,6,13.05,4.04,-13.42,37.54
1653402804215,-0.7,2.01,4.27,0.48,5.77,13.37,0.79,-21.22,38.98
1653402804219,-0.6,1.83,4.53,0.68,5.54,13.49,-0.02,-25.11,40.1
1653402804224,-0.48,1.61,4.69,0.84,5.34,13.52,1.31,-25.74,40.73
1653402804229,-0.31,1.36,4.73,1.13,4.91,13.49,4.46,-23.46,40.66
1653402804234,-0.11,1.01,4.71,1.36,4.5,13.34,9.92,-18.53,40.66
1653402804238,0.11,0.63,4.59,1.51,4.14,13.05,17.03,-10.93,40.41
1653402804243,0.28,0.23,4.34,1.61,3.83,12.64,25.46,-1.31,40.48
1653402804248,0.38,-0.13,3.96,1.61,3.63,12.19,34.67,9.58,40.55
1653402804253,0.42,-0.39,3.51,1.51,3.5,11.76,43.77,20.5,40.97
1653402804258,0.35,-0.57,3.07,1.32,3.5,11.36,52.27,30.3,41.81
1653402804262,0.21,-0.66,2.66,1.11,3.52,10.98,59.45,37.82,42.86
1653402804267,0.02,-0.68,2.28,0.9,3.6,10.62,65.05,42.51,43.81
1653402804271,-0.18,-0.66,1.93,0.74,3.7,10.26,69,44.37,44.58
1653402804276,-0.33,-0.62,1.59,0.6,3.81,9.85,70.89,43.98,45.31
1653402804281,-0.46,-0.56,1.21,0.52,3.91,9.54,71.31,42.41,46.01
1653402804286,-0.57,-0.48,0.82,0.38,4.11,9.07,70.23,37.96,46.99
1653402804291,-0.67,-0.38,0.46,0.21,4.28,8.75,68.06,33.48,47.38
1653402804295,-0.81,-0.24,0.14,0.11,4.41,8.55,65.19,27.88,47.83
1653402804300,-0.96,-0.11,-0.13,-0.08,4.51,8.27,62.63,23.12,48.25
1653402804305,-1.11,-0.04,-0.34,-0.15,4.56,8.11,57.8,14.55,48.22
1653402804310,-1.22,-0.03,-0.5,-0.21,4.57,7.99,53.39,7.13,47.97
1653402804315,-1.28,-0.04,-0.62,-0.27,4.53,7.91,47.55,-1.83,47.52
1653402804320,-1.35,-0.08,-0.69,-0.31,4.44,7.85,44.05,-6.91,47.06
1653402804325,-1.42,-0.18,-0.73,-0.28,4.39,7.82,40.44,-11.32,46.47
1653402804330,-1.44,-0.28,-0.76,-0.16,4.24,7.73,35.54,-15.97,45.56
1653402804334,-1.39,-0.41,-0.8,-0.05,4.16,7.68,29.56,-19.54,44.05
1653402804339,-1.3,-0.52,-0.85,0.06,4.02,7.63,26.34,-20.07,43.11
1653402804343,-1.22,-0.65,-0.89,0.23,3.93,7.63,21.02,-19.33,41.43
1653402804348,-1.09,-0.75,-0.89,0.39,3.83,7.69,16.89,-17.79,40.27
1653402804353,-0.95,-0.85,-0.84,0.55,3.77,7.77,13.11,-15.24,39.33
1653402804358,-0.8,-0.95,-0.76,0.69,3.68,7.8,9.61,-11.6,38.21
1653402804363,-0.67,-1.01,-0.7,0.77,3.58,7.83,6.81,-7.05,37.16
1653402804368,-0.59,-1.1,-0.67,0.78,3.48,7.83,4.46,-1.76,36.18
1653402804373,-0.57,-1.2,-0.66,0.8,3.38,7.86,2.57,3.7,35.41
1653402804378,-0.56,-1.29,-0.63,0.79,3.28,7.88,1.42,9.3,34.64
1653402804382,-0.56,-1.39,-0.6,0.76,3.16,7.86,1.03,15.07,34.01
1653402804387,-0.58,-1.49,-0.61,0.67,3.03,7.8,0.93,19.03,33.73
1653402804392,-0.63,-1.59,-0.65,0.62,2.95,7.77,1.56,25.05,33.62
1653402804397,-0.7,-1.69,-0.7,0.58,2.92,7.75,2.75,29.42,33.87
1653402804401,-0.79,-1.76,-0.76,0.36,2.9,7.64,3.97,32.54,34.85
1653402804406,-0.9,-1.76,-0.83,0.25,2.91,7.64,5.44,34.81,35.83
1653402804411,-1.01,-1.74,-0.83,0.17,2.92,7.61,7.26,36.07,36.95
1653402804415,-1.08,-1.73,-0.86,0.09,2.91,7.55,8.94,36.35,37.82
1653402804420,-1.15,-1.72,-0.89,0.06,2.91,7.47,11.04,35.93,38.49
1653402804425,-1.18,-1.73,-0.96,0.01,2.92,7.41,12.79,34.74,38.98
1653402804431,-1.2,-1.72,-1.03,-0.01,2.92,7.42,14.09,32.4,39.43
1653402804435,-1.21,-1.71,-1.04,-0.06,2.97,7.39,14.93,30.19,39.26
1653402804439,-1.26,-1.68,-1.04,-0.09,3.01,7.37,15.98,25.68,39.85
1653402804445,-1.3,-1.64,-1.06,-0.1,3.01,7.36,16.43,21.48,39.92
1653402804450,-1.31,-1.63,-1.06,-0.09,2.99,7.37,16.64,16.79,40.27
1653402804454,-1.3,-1.64,-1.05,-0.03,2.97,7.35,16.71,12.06,40.73
1653402804459,-1.26,-1.66,-1.05,0.04,2.89,7.33,16.61,7.65,41.08
1653402804464,-1.19,-1.73,-1.07,0.18,2.74,7.29,16.01,3.84,41.67
1653402804469,-1.1,-1.85,-1.09,0.25,2.64,7.26,15.21,0.58,42.65
1653402804473,-1.02,-1.96,-1.1,0.39,2.55,7.26,14.44,-1.73,43.35
1653402804478,-0.92,-2.05,-1.12,0.53,2.5,7.32,13.04,-3.79,44.33
1653402804483,-0.81,-2.11,-1.07,0.67,2.5,7.39,11.67,-5.47,45.24
1653402804488,-0.68,-2.12,-1,0.82,2.5,7.49,11.25,-5.96,45.8
1653402804492,-0.53,-2.11,-0.88,1.08,2.53,7.67,8.1,-8.62,48.01
1653402804497,-0.33,-2.09,-0.74,1.29,2.54,7.87,5.76,-10.13,49.58
1653402804503,-0.17,-2.07,-0.54,1.53,2.55,8.12,3.2,-11.11,50.67
1653402804508,0.04,-2.04,-0.3,1.78,2.56,8.39,0.96,-11.35,51.54
1653402804512,0.26,-2.02,-0.04,2.06,2.56,8.66,-1,-10.83,51.89
1653402804517,0.51,-1.99,0.24,2.27,2.6,8.94,-2.47,-9.25,51.75
1653402804522,0.71,-1.95,0.49,2.42,2.62,9.17,-3.59,-7.57,51.23
1653402804527,0.88,-1.91,0.8,2.51,2.66,9.63,-4.08,-6.28,50.6
1653402804531,0.96,-1.85,1.15,2.54,2.76,10,-4.36,-5.82,49.72
1653402804536,0.96,-1.77,1.51,2.57,2.81,10.24,-4.39,-5.75,49.34
1653402804541,0.98,-1.68,1.84,2.62,2.91,10.59,-3.87,-6.59,48.08
1653402804546,0.99,-1.58,2.13,2.71,2.97,10.82,-3.31,-7.12,47.38
1653402804550,1.03,-1.51,2.37,2.82,3.04,11.04,-2.01,-8.76,46.01
1653402804555,1.11,-1.42,2.58,2.96,3.05,11.34,-0.58,-10.41,44.72
1653402804560,1.21,-1.37,2.84,3.13,3,11.62,1.1,-12.51,43.46
1653402804564,1.33,-1.41,3.13,3.31,2.97,11.83,3.31,-15.03,41.81
1653402804569,1.47,-1.42,3.35,3.42,2.96,12.01,5.51,-17.58,40.13
1653402804574,1.61,-1.44,3.57,3.58,3.04,12.3,7.93,-20.77,38.87
1653402804579,1.71,-1.39,3.8,3.62,3.19,12.53,9.47,-23.53,37.86
1653402804584,1.74,-1.27,4.03,3.63,3.29,12.69,11.78,-28.58,36.74
1653402804588,1.72,-1.12,4.23,3.72,3.48,12.93,13.18,-32.92,35.97
1653402804593,1.74,-0.97,4.43,3.83,3.57,13.1,13.95,-37.57,35.23
1653402804598,1.8,-0.84,4.63,4.07,3.69,13.32,14.37,-42.19,33.87
1653402804603,1.93,-0.74,4.83,4.22,3.76,13.34,14.47,-45.66,32.4
1653402804608,2.06,-0.66,4.89,4.28,3.82,13.35,14.26,-47.48,31.17
1653402804613,2.11,-0.6,4.9,4.34,3.9,13.32,13.6,-48.88,28.51
1653402804618,2.11,-0.53,4.88,4.37,3.96,13.3,12.2,-49.37,26.48
1653402804622,2.1,-0.47,4.86,4.39,4.03,13.26,10.59,-49.26,24.59
1653402804627,2.07,-0.41,4.84,4.41,4.09,13.18,8.84,-48.42,23.12
1653402804632,2.04,-0.33,4.74,4.37,4.17,13.02,6.39,-46.74,21.13
1653402804637,1.97,-0.25,4.58,4.34,4.25,12.87,2.57,-43.1,18.68
1653402804642,1.9,-0.17,4.41,4.26,4.33,12.66,-0.61,-39.11,16.61
1653402804647,1.81,-0.09,4.24,4.17,4.36,12.46,-4.29,-34.88,14.69
1653402804651,1.69,-0.03,4.04,4.09,4.39,12.3,-8.24,-30.22,12.62
1653402804657,1.56,0,3.83,3.9,4.4,12.01,-12.62,-25.53,10.59
1653402804661,1.39,0.03,3.59,3.76,4.41,11.77,-17.28,-20.91,8.46
1653402804666,1.23,0.05,3.34,3.66,4.39,11.6,-22.63,-17.09,6.39
1653402804671,1.07,0.07,3.09,3.54,4.38,11.36,-28.58,-14.54,3.98
1653402804676,0.96,0.08,2.87,3.43,4.38,11.19,-35.02,-12.89,1.7
1653402804680,0.83,0.09,2.67,3.37,4.38,11.07,-41.43,-11.53,-0.54
1653402804685,0.74,0.13,2.49,3.25,4.41,10.87,-47.87,-10.16,-2.85
1653402804690,0.64,0.2,2.29,3.19,4.38,10.74,-53.64,-8.03,-4.98
1653402804694,0.57,0.22,2.13,3.16,4.34,10.68,-57.74,-6.17,-6.73
1653402804699,0.51,0.22,2.02,3.14,4.24,10.67,-63.58,-2.43,-9.53
1653402804704,0.49,0.21,1.96,3.14,4.13,10.67,-67.15,1.28,-11.95
1653402804709,0.5,0.14,1.92,3.13,3.98,10.66,-69.46,5.9,-14.36
1653402804713,0.5,0.04,1.89,3.06,3.79,10.6,-70.54,11.26,-16.88
1653402804718,0.47,-0.08,1.83,3.01,3.65,10.53,-70.51,15.77,-18.67
1653402804723,0.42,-0.19,1.72,2.9,3.48,10.44,-69.18,23.72,-21.26
1653402804728,0.37,-0.31,1.6,2.74,3.45,10.36,-67.11,29.91,-22.45
1653402804733,0.26,-0.35,1.49,2.53,3.39,10.27,-64.56,35.58,-23.15
1653402804738,0.1,-0.36,1.36,2.33,3.39,10.26,-61.24,39.89,-22.97
1653402804743,-0.06,-0.34,1.3,2.14,3.36,10.28,-57.77,42.83,-22.17
1653402804747,-0.23,-0.31,1.28,2.07,3.32,10.25,-53.54,44.12,-20.87
1653402804752,-0.3,-0.3,1.25,2.05,3.24,10.24,-49.13,43.7,-19.05
1653402804757,-0.29,-0.34,1.2,2.04,3.19,10.16,-44.58,42.16,-16.92
1653402804762,-0.27,-0.38,1.11,2.05,3.2,10.11,-39.54,39.61,-14.82
1653402804767,-0.23,-0.37,1.04,2.11,3.18,10.04,-34.64,36.39,-12.65
1653402804772,-0.16,-0.35,0.95,2.21,3.17,10,-29.77,32.01,-10.48
1653402804776,-0.05,-0.34,0.88,2.34,3.17,9.92,-25.12,27.25,-8.73
1653402804781,0.1,-0.32,0.8,2.44,3.15,9.88,-21.93,23.33,-7.64
1653402804786,0.24,-0.33,0.73,2.58,3.14,9.78,-17.24,16.79,-6.38
1653402804790,0.39,-0.34,0.63,2.71,3.11,9.61,-13.99,11.61,-5.96
1653402804796,0.5,-0.35,0.49,2.81,3.1,9.51,-11.36,7.27,-5.68
1653402804800,0.62,-0.36,0.35,2.93,3.07,9.29,-9.09,3.84,-5.93
1653402804805,0.74,-0.38,0.18,2.99,3.02,9.15,-7.37,1.28,-6.14
1653402804809,0.81,-0.41,-0.01,3.08,2.97,8.88,-6.21,0.06,-6.28
1653402804814,0.88,-0.45,-0.22,3.14,2.9,8.62,-4.95,-0.71,-7.01
1653402804819,0.94,-0.51,-0.46,3.15,2.8,8.38,-4.78,-0.5,-7.57
1653402804824,0.97,-0.59,-0.71,3.16,2.74,8.11,-4.81,0.44,-7.92
1653402804830,0.99,-0.65,-0.97,3.17,2.69,7.93,-5.09,1.53,-8.48
1653402804833,1,-0.73,-1.22,3.15,2.62,7.64,-5.93,3.21,-8.94
1653402804839,1,-0.79,-1.45,3.15,2.57,7.44,-7.72,6.15,-9.22
1653402804843,1,-0.83,-1.7,3.12,2.54,7.11,-8.6,8.53,-9.36
1653402804848,0.99,-0.86,-1.96,3.08,2.53,6.91,-10.63,13.22,-9.39
1653402804853,0.95,-0.86,-2.23,2.99,2.52,6.61,-12.13,17.28,-9.6
1653402804858,0.9,-0.85,-2.47,2.9,2.51,6.47,-13.71,21.3,-9.5
1653402804863,0.82,-0.86,-2.68,2.81,2.53,6.31,-15.39,24.8,-9.46
1653402804868,0.74,-0.83,-2.84,2.78,2.56,6.23,-16.79,27.25,-9.39
1653402804872,0.74,-0.8,-2.91,2.7,2.57,6.21,-17.87,28.51,-9.43
1653402804877,0.7,-0.77,-2.97,2.6,2.63,6.21,-18.89,29.53,-9.46
1653402804882,0.61,-0.7,-2.97,2.4,2.68,6.26,-19.55,29.74,-9.81
1653402804887,0.47,-0.63,-2.94,2.3,2.71,6.32,-19.73,28.97,-10.13
1653402804892,0.37,-0.58,-2.88,2.25,2.71,6.33,-19.34,27.6,-10.55
1653402804896,0.32,-0.55,-2.85,2.23,2.69,6.33,-18.36,25.96,-11.32
1653402804902,0.32,-0.55,-2.85,2.2,2.66,6.32,-17.07,24.14,-12.05
1653402804906,0.31,-0.57,-2.86,2.15,2.64,6.28,-15.56,22.39,-12.72
1653402804911,0.28,-0.59,-2.9,2.05,2.62,6.23,-13.6,20.67,-13.45
1653402804916,0.22,-0.6,-2.93,1.97,2.6,6.17,-11.36,19.52,-13.84
1653402804921,0.15,-0.61,-2.99,1.88,2.58,6.15,-9.26,18.71,-14.12
1653402804926,0.08,-0.62,-3.02,1.83,2.58,6.1,-7.09,18.08,-14.36
1653402804930,0.04,-0.63,-3.06,1.81,2.56,6.07,-4.99,17.59,-14.47
1653402804935,0.01,-0.64,-3.09,1.75,2.52,6.07,-2.85,17.07,-14.54
1653402804939,-0.02,-0.67,-3.1,1.7,2.52,6.04,-1.21,16.58,-14.54
1653402804944,-0.06,-0.68,-3.11,1.61,2.49,6.02,0.33,15.95,-14.64
1653402804949,-0.12,-0.7,-3.13,1.54,2.53,5.97,1.35,15.63,-14.22
1653402804954,-0.17,-0.68,-3.16,1.48,2.54,5.89,2.05,15.32,-14.15
1653402804959,-0.21,-0.66,-3.22,1.52,2.55,5.84,2.47,15.04,-13.84
1653402804963,-0.2,-0.65,-3.28,1.38,2.5,5.75,2.71,14.97,-13.91
1653402804968,-0.23,-0.69,-3.33,1.31,2.53,5.76,2.47,14.9,-13.66
1653402804973,-0.36,-0.68,-3.35,1.17,2.55,5.81,2.05,14.2,-12.33
1653402804978,-0.46,-0.67,-3.3,1.15,2.62,5.74,1.35,14.09,-11.42
1653402804983,-0.47,-0.62,-3.33,1.16,2.68,5.7,0.33,14.51,-10.09
1653402804988,-0.46,-0.56,-3.39,1.19,2.73,5.7,-0.61,15.25,-8.69
1653402804993,-0.42,-0.5,-3.4,1.19,2.78,5.78,-1.94,15.84,-7.4
1653402804998,-0.4,-0.45,-3.34,1.17,2.81,5.91,-3.59,16.54,-6.38
1653402805002,-0.4,-0.4,-3.22,1.11,2.9,6.08,-5.44,16.72,-5.16
1653402805007,-0.43,-0.34,-3.05,1.08,2.99,6.35,-7.3,16.58,-4.46
1653402805012,-0.46,-0.23,-2.82,1.03,3.12,6.67,-9.19,15.74,-3.72
1653402805017,-0.47,-0.11,-2.52,0.98,3.26,6.96,-11.22,14.09,-2.85
1653402805021,-0.51,0.05,-2.22,0.85,3.38,7.29,-13.15,11.75,-1.48
1653402805026,-0.6,0.17,-1.9,0.76,3.48,7.65,-15.14,8.39,0.27
1653402805031,-0.71,0.29,-1.55,0.71,3.53,7.96,-16.51,5.48,1.7
1653402805035,-0.78,0.39,-1.16,0.64,3.62,8.49,-18.57,-0.22,4.61
1653402805040,-0.84,0.48,-0.74,0.6,3.65,8.84,-19.87,-5.3,7.02
1653402805045,-0.89,0.53,-0.36,0.63,3.62,9.18,-20.78,-9.99,9.75
1653402805050,-0.9,0.55,-0.03,0.71,3.55,9.41,-21.41,-14.29,12.24
1653402805054,-0.84,0.49,0.29,0.89,3.36,9.79,-21.55,-18.11,14.58
1653402805059,-0.72,0.37,0.58,1.11,3.16,10.05,-21.69,-21.36,17.03
1653402805064,-0.54,0.2,0.87,1.27,3.01,10.24,-21.55,-23.22,18.57
1653402805069,-0.35,0.01,1.11,1.63,2.8,10.5,-21.34,-24.72,21.06
1653402805075,-0.09,-0.15,1.33,1.85,2.71,10.73,-21.23,-23.85,22.63
1653402805079,0.12,-0.24,1.54,1.97,2.67,10.93,-21.13,-21.12,24.21
1653402805084,0.29,-0.28,1.78,2.21,2.67,11.32,-21.16,-16.71,25.82
1653402805088,0.45,-0.28,2.07,2.31,2.7,11.53,-20.85,-11.04,27.6
1653402805093,0.6,-0.22,2.37,2.44,2.76,11.75,-20.43,-3.86,29.18
1653402805098,0.73,-0.15,2.58,2.56,2.78,11.97,-19.69,3.91,30.61
1653402805103,0.84,-0.1,2.78,2.69,2.82,12.3,-18.99,10.73,32.12
1653402805108,0.95,-0.06,3.03,2.79,2.76,12.56,-18.12,16.96,33.31
1653402805113,1.05,-0.06,3.27,2.9,2.74,12.87,-17.66,20.36,33.97
1653402805117,1.16,-0.07,3.54,3.02,2.75,13.2,-17.14,23.4,34.95
1653402805122,1.29,-0.07,3.86,3.08,2.76,13.38,-16.51,24.59,35.27
1653402805127,1.39,-0.04,4.11,3.07,2.85,13.51,-15.91,25.61,34.99
1653402805132,1.41,0.04,4.24,2.97,2.99,13.57,-14.79,27.08,34.46
1653402805137,1.36,0.17,4.28,2.84,3.12,13.61,-13.67,28.37,33.52
1653402805142,1.25,0.33,4.3,2.7,3.24,13.66,-12.27,29.32,32.68
1653402805147,1.12,0.58,4.35,2.59,3.3,13.69,-10.03,30.68,31.87
1653402805147,0.99,0.47,4.34,2.63,3.32,13.68,-8.63,30.23,31.8
1653402805156,0.87,0.68,4.35,2.34,3.45,13.58,-7.12,31,32.01
1653402805161,0.78,0.73,4.27,2.32,3.39,13.4,-4.74,31.59,32.47
1653402805166,0.75,0.71,4.1,2.31,3.28,13.15,-1.73,32.75,33.34
1653402805170,0.76,0.62,3.86,2.29,3.23,13,-0.09,33.62,33.73
1653402805175,0.75,0.51,3.57,2.21,3.04,12.66,5.3,36.21,35.3
1653402805180,0.71,0.39,3.33,2.11,2.98,12.45,8.91,37.47,36.67
1653402805184,0.64,0.3,3.11,1.96,2.92,12.15,13.6,38.35,38.49
1653402805189,0.55,0.22,2.86,1.86,2.91,12,15.94,38.24,39.85
1653402805194,0.45,0.19,2.63,1.65,2.92,11.86,18.67,36.84,41.92
