time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402211385,75.99,28.8,-4.25
1653402211389,76.23,28.8,-4.73
1653402211395,76.45,28.83,-5.2
1653402211404,76.66,28.89,-5.63
1653402211405,76.84,28.98,-6.03
1653402211409,77.01,29.1,-6.36
1653402211414,77.15,29.23,-6.64
1653402211419,77.28,29.37,-6.86
1653402211425,77.4,29.49,-7.03
1653402211428,77.5,29.6,-7.13
1653402211433,77.59,29.69,-7.19
1653402211437,77.67,29.74,-7.19
1653402211444,77.73,29.76,-7.16
1653402211447,77.78,29.74,-7.09
1653402211453,77.81,29.68,-7
1653402211457,77.84,29.59,-6.9
1653402211462,77.86,29.46,-6.79
1653402211470,77.86,29.29,-6.68
1653402211472,77.86,29.08,-6.58
1653402211477,77.85,28.83,-6.48
1653402211481,77.82,28.55,-6.39
1653402211489,77.78,28.25,-6.3
1653402211491,77.74,27.93,-6.23
1653402211501,77.68,27.6,-6.16
1653402211503,77.61,27.26,-6.1
1653402211505,77.54,26.93,-6.05
1653402211513,77.45,26.61,-5.99
1653402211515,77.36,26.31,-5.92
1653402211519,77.26,26.05,-5.83
1653402211526,77.15,25.81,-5.73
1653402211529,77.04,25.62,-5.59
1653402211534,76.92,25.46,-5.42
1653402211538,76.81,25.35,-5.21
1653402211547,76.7,25.27,-4.96
1653402211550,76.59,25.22,-4.67
1653402211553,76.49,25.21,-4.34
1653402211558,76.4,25.22,-3.97
1653402211563,76.32,25.25,-3.58
1653402211567,76.24,25.29,-3.17
1653402211573,76.18,25.35,-2.75
1653402211576,76.12,25.41,-2.34
1653402211584,76.08,25.46,-1.93
1653402211589,76.04,25.52,-1.53
1653402211594,76.02,25.57,-1.15
1653402211600,76.02,25.6,-0.8
1653402211605,76.02,25.63,-0.48
1653402211608,76.05,25.64,-0.21
1653402211612,76.08,25.64,0.02
1653402211617,76.13,25.62,0.22
1653402211621,76.2,25.59,0.37
1653402211626,76.27,25.54,0.49
1653402211637,76.35,25.48,0.56
1653402211638,76.45,25.42,0.6
1653402211642,76.55,25.34,0.59
1653402211644,76.67,25.26,0.54
1653402211650,76.8,25.17,0.44
1653402211654,76.93,25.09,0.3
1653402211660,77.08,25.01,0.11
1653402211663,77.23,24.94,-0.12
1653402211669,77.4,24.89,-0.38
1653402211673,77.57,24.86,-0.67
1653402211677,77.76,24.85,-0.99
1653402211685,77.95,24.86,-1.33
1653402211688,78.15,24.9,-1.7
1653402211695,78.35,24.95,-2.08
1653402211697,78.55,25.03,-2.47
1653402211703,78.75,25.11,-2.86
1653402211707,78.94,25.2,-3.24
1653402211712,79.11,25.29,-3.61
1653402211716,79.28,25.37,-3.96
1653402211721,79.42,25.45,-4.27
1653402211726,79.53,25.5,-4.56
1653402211730,79.62,25.52,-4.81
1653402211737,79.68,25.52,-5.03
1653402211740,79.7,25.49,-5.21
1653402211744,79.69,25.43,-5.35
1653402211749,79.66,25.35,-5.46
1653402211755,79.61,25.23,-5.53
1653402211768,79.53,25.1,-5.59
1653402211772,79.45,24.97,-5.62
1653402211773,79.34,24.83,-5.64
1653402211778,79.23,24.69,-5.65
1653402211781,79.09,24.57,-5.66
1653402211785,78.95,24.48,-5.66
1653402211791,78.79,24.4,-5.65
1653402211797,78.64,24.36,-5.64
1653402211800,78.49,24.34,-5.64
1653402211802,78.34,24.34,-5.64
1653402211809,78.21,24.36,-5.66
1653402211815,78.09,24.39,-5.71
1653402211817,77.99,24.44,-5.81
1653402211823,77.91,24.49,-5.95
1653402211827,77.82,24.54,-6.14
1653402211831,77.74,24.59,-6.37
1653402211856,77.65,24.63,-6.63
1653402211857,77.54,24.66,-6.9
1653402211859,77.41,24.69,-7.18
1653402211860,77.03,24.72,-7.67
1653402211860,77.24,24.71,-7.44
1653402211862,76.79,24.74,-7.84
1653402211867,76.51,24.76,-7.97
1653402211869,76.21,24.79,-8.04
1653402211875,75.88,24.81,-8.06
1653402211879,75.54,24.83,-8.03
1653402211885,75.2,24.85,-7.94
1653402211890,74.85,24.86,-7.8
1653402211894,74.5,24.86,-7.63
1653402211898,74.16,24.85,-7.42
1653402211904,73.82,24.84,-7.18
1653402211910,73.49,24.81,-6.93
1653402211914,73.18,24.77,-6.69
1653402211919,72.9,24.72,-6.46
1653402211924,72.64,24.65,-6.27
1653402211928,72.42,24.57,-6.13
1653402211933,72.24,24.47,-6.03
1653402211943,72.1,24.37,-5.98
1653402211944,72.01,24.27,-5.99
1653402211948,71.94,24.18,-6.06
1653402211952,71.91,24.09,-6.17
1653402211957,71.9,24.02,-6.33
1653402211968,71.9,23.97,-6.53
1653402211978,71.92,23.95,-6.75
1653402211978,71.95,23.95,-6.99
1653402211980,71.97,23.97,-7.22
1653402211984,72,24.01,-7.44
1653402211989,72.01,24.08,-7.63
1653402211992,72.01,24.15,-7.78
1653402211996,72,24.24,-7.88
1653402212002,71.97,24.33,-7.92
1653402212011,71.93,24.42,-7.9
1653402212013,71.87,24.51,-7.83
1653402212015,71.81,24.6,-7.69
1653402212022,71.73,24.68,-7.51
1653402212025,71.64,24.75,-7.28
1653402212035,71.55,24.81,-7.01
1653402212035,71.46,24.86,-6.72
1653402212040,71.37,24.89,-6.42
1653402212046,71.29,24.91,-6.11
1653402212047,71.21,24.92,-5.81
1653402212056,71.15,24.91,-5.52
1653402212057,71.1,24.89,-5.26
1653402212063,71.06,24.85,-5.02
1653402212067,71.04,24.8,-4.81
1653402212073,71.02,24.74,-4.63
1653402212077,71.02,24.66,-4.49
1653402212082,71.02,24.58,-4.39
1653402212088,71.03,24.5,-4.32
1653402212093,71.04,24.42,-4.27
1653402212103,71.06,24.35,-4.24
1653402212104,71.07,24.3,-4.24
1653402212110,71.1,24.26,-4.25
1653402212114,71.13,24.24,-4.28
1653402212119,71.17,24.23,-4.33
1653402212122,71.22,24.25,-4.39
1653402212125,71.29,24.29,-4.46
1653402212129,71.38,24.35,-4.55
1653402212137,71.5,24.42,-4.64
1653402212139,71.65,24.5,-4.73
1653402212146,71.82,24.6,-4.83
1653402212150,72.01,24.71,-4.94
1653402212154,72.23,24.82,-5.06
1653402212159,72.48,24.93,-5.19
1653402212163,72.74,25.04,-5.35
1653402212168,73.02,25.16,-5.52
1653402212173,73.31,25.28,-5.72
1653402212177,73.61,25.4,-5.95
1653402212183,73.92,25.53,-6.21
1653402212187,74.23,25.66,-6.49
1653402212193,74.53,25.8,-6.79
1653402212196,74.81,25.93,-7.1
1653402212203,75.08,26.07,-7.41
1653402212211,75.34,26.21,-7.73
1653402212213,75.57,26.35,-8.03
1653402212217,75.77,26.49,-8.3
1653402212221,75.96,26.63,-8.53
1653402212226,76.12,26.77,-8.71
1653402212230,76.26,26.91,-8.84
1653402212237,76.38,27.06,-8.91
1653402212241,76.49,27.2,-8.92
1653402212247,76.58,27.34,-8.88
1653402212250,76.66,27.48,-8.77
1653402212256,76.73,27.62,-8.62
1653402212260,76.79,27.77,-8.41
1653402212265,76.84,27.93,-8.15
1653402212269,76.88,28.09,-7.85
1653402212274,76.92,28.27,-7.52
1653402212280,76.95,28.45,-7.18
1653402212288,76.98,28.64,-6.82
1653402212289,77,28.83,-6.47
1653402212304,77.02,29.03,-6.14
1653402212305,77.05,29.21,-5.84
1653402212306,77.08,29.39,-5.58
1653402212309,77.12,29.55,-5.39
1653402212316,77.18,29.69,-5.27
1653402212321,77.24,29.82,-5.23
1653402212325,77.32,29.91,-5.26
1653402212327,77.42,29.99,-5.37
1653402212335,77.53,30.04,-5.55
1653402212339,77.66,30.09,-5.79
1653402212340,77.8,30.13,-6.07
1653402212346,77.95,30.18,-6.37
1653402212350,78.1,30.24,-6.69
1653402212356,78.25,30.32,-7.01
1653402212361,78.39,30.44,-7.3
1653402212366,78.52,30.59,-7.57
1653402212369,78.65,30.77,-7.78
1653402212375,78.78,30.97,-7.94
1653402212379,78.9,31.19,-8.04
1653402212388,79.03,31.42,-8.09
1653402212390,79.16,31.64,-8.09
1653402212394,79.3,31.85,-8.06
1653402212399,79.44,32.03,-7.99
1653402212404,79.58,32.2,-7.89
1653402212408,79.71,32.32,-7.78
1653402212414,79.84,32.41,-7.66
1653402212418,79.95,32.47,-7.54
1653402212427,80.07,32.47,-7.42
1653402212428,80.18,32.44,-7.32
1653402212435,80.29,32.37,-7.23
1653402212437,80.4,32.25,-7.16
1653402212442,80.52,32.11,-7.12
1653402212447,80.63,31.93,-7.1
1653402212454,80.75,31.74,-7.1
1653402212461,80.85,31.53,-7.13
1653402212463,80.95,31.31,-7.17
1653402212469,81.03,31.09,-7.21
1653402212471,81.11,30.88,-7.26
1653402212476,81.16,30.68,-7.29
1653402212483,81.2,30.49,-7.32
1653402212486,81.22,30.3,-7.32
1653402212490,81.22,30.14,-7.29
1653402212497,81.21,29.98,-7.23
1653402212500,81.19,29.84,-7.14
1653402212505,81.15,29.71,-7
1653402212509,81.12,29.59,-6.84
1653402212514,81.08,29.47,-6.64
1653402212519,81.04,29.36,-6.42
1653402212524,81,29.25,-6.17
1653402212529,80.97,29.15,-5.91
1653402212533,80.94,29.04,-5.64
1653402212538,80.9,28.93,-5.36
1653402212544,80.87,28.82,-5.09
1653402212548,80.84,28.69,-4.82
1653402212555,80.81,28.56,-4.56
1653402212558,80.79,28.42,-4.31
1653402212573,80.77,28.27,-4.08
1653402212575,80.75,28.11,-3.87
1653402212579,80.73,27.93,-3.69
1653402212581,80.72,27.74,-3.54
1653402212587,80.72,27.55,-3.42
1653402212588,80.72,27.34,-3.33
1653402212596,80.73,27.13,-3.26
1653402212599,80.74,26.91,-3.22
1653402212607,80.76,26.69,-3.2
1653402212611,80.79,26.47,-3.2
1653402212613,80.82,26.25,-3.23
1653402212617,80.86,26.05,-3.28
1653402212621,80.92,25.86,-3.35
1653402212627,80.97,25.69,-3.44
1653402212629,81.04,25.55,-3.54
1653402212634,81.11,25.42,-3.65
1653402212638,81.18,25.32,-3.77
1653402212646,81.26,25.25,-3.89
1653402212651,81.35,25.2,-4.02
1653402212655,81.45,25.16,-4.16
1653402212658,81.56,25.15,-4.31
1653402212662,81.68,25.14,-4.46
1653402212667,81.8,25.15,-4.62
1653402212673,81.93,25.15,-4.79
1653402212678,82.07,25.14,-4.98
1653402212683,82.19,25.14,-5.17
1653402212688,82.32,25.12,-5.38
1653402212693,82.43,25.11,-5.6
1653402212697,82.54,25.09,-5.85
1653402212702,82.64,25.07,-6.11
1653402212707,82.73,25.05,-6.38
1653402212711,82.8,25.03,-6.66
1653402212716,82.87,25.02,-6.94
1653402212722,82.93,25.01,-7.21
1653402212726,82.98,25.01,-7.47
1653402212729,83.02,25.01,-7.72
1653402212735,83.06,25,-7.94
1653402212743,83.09,25,-8.13
1653402212746,83.11,24.99,-8.28
1653402212750,83.13,24.98,-8.4
1653402212754,83.15,24.98,-8.46
1653402212761,83.17,24.98,-8.48
1653402212765,83.19,24.98,-8.46
1653402212773,83.2,24.99,-8.4
1653402212775,83.21,24.99,-8.32
1653402212780,83.21,24.99,-8.22
1653402212786,83.22,24.97,-8.12
1653402212791,83.22,24.95,-8.04
1653402212797,83.22,24.9,-8.01
1653402212801,83.21,24.84,-8.03
1653402212805,83.2,24.76,-8.09
1653402212809,83.17,24.67,-8.21
1653402212813,83.11,24.57,-8.36
1653402212817,83.02,24.46,-8.53
1653402212821,82.89,24.37,-8.72
1653402212827,82.72,24.28,-8.9
1653402212836,82.51,24.21,-9.05
1653402212837,82.27,24.16,-9.17
1653402212843,82,24.14,-9.25
1653402212849,81.73,24.14,-9.26
1653402212852,81.44,24.16,-9.21
1653402212872,80.91,24.2,-8.94
1653402212872,81.17,24.26,-9.11
1653402212873,80.67,24.33,-8.72
1653402212874,80.46,24.49,-8.17
1653402212874,80.27,24.41,-8.46
1653402212879,80.12,24.58,-7.87
1653402212883,79.99,24.66,-7.56
1653402212888,79.88,24.74,-7.28
1653402212893,79.81,24.82,-7.03
1653402212901,79.76,24.89,-6.83
1653402212905,79.74,24.94,-6.69
1653402212908,79.75,24.98,-6.61
1653402212913,79.79,24.99,-6.61
1653402212919,79.85,25,-6.69
1653402212923,79.93,24.98,-6.84
1653402212928,80.02,24.94,-7.07
1653402212935,80.13,24.89,-7.36
1653402212939,80.25,24.83,-7.71
1653402212942,80.37,24.77,-8.09
1653402212947,80.48,24.7,-8.49
1653402212952,80.59,24.65,-8.9
1653402212957,80.67,24.6,-9.29
1653402212968,80.73,24.58,-9.65
1653402212969,80.76,24.59,-9.97
1653402212971,80.75,24.62,-10.22
1653402212976,80.7,24.69,-10.42
1653402212982,80.63,24.79,-10.54
1653402212985,80.53,24.91,-10.58
1653402212989,80.4,25.06,-10.56
1653402212995,80.27,25.22,-10.46
1653402213000,80.12,25.4,-10.31
1653402213005,79.96,25.57,-10.1
1653402213009,79.8,25.74,-9.84
1653402213015,79.64,25.89,-9.53
1653402213020,79.47,26.03,-9.2
1653402213024,79.31,26.14,-8.85
1653402213031,79.14,26.23,-8.48
1653402213037,78.98,26.3,-8.11
1653402213039,78.84,26.34,-7.74
1653402213043,78.7,26.36,-7.38
1653402213049,78.58,26.35,-7.04
1653402213055,78.49,26.32,-6.72
1653402213058,78.41,26.27,-6.44
1653402213062,78.36,26.22,-6.21
1653402213070,78.32,26.15,-6.02
1653402213073,78.31,26.09,-5.88
1653402213078,78.31,26.03,-5.8
1653402213081,78.32,25.99,-5.76
1653402213087,78.33,25.97,-5.76
1653402213091,78.35,25.98,-5.8
1653402213104,78.38,26.01,-5.86
1653402213105,78.41,26.07,-5.97
1653402213107,78.47,26.16,-6.1
1653402213111,78.53,26.27,-6.26
1653402213120,78.62,26.4,-6.44
1653402213121,78.73,26.56,-6.63
1653402213126,78.86,26.74,-6.84
1653402213133,79,26.94,-7.06
1653402213135,79.16,27.15,-7.28
1653402213139,79.33,27.37,-7.5
1653402213148,79.5,27.59,-7.73
1653402213150,79.67,27.82,-7.95
1653402213152,79.84,28.04,-8.18
1653402213157,80,28.27,-8.4
1653402213163,80.15,28.48,-8.61
1653402213168,80.29,28.69,-8.8
1653402213172,80.42,28.88,-8.98
1653402213176,80.54,29.06,-9.13
1653402213183,80.64,29.23,-9.26
1653402213187,80.73,29.39,-9.37
1653402213191,80.8,29.52,-9.45
1653402213197,80.85,29.65,-9.51
1653402213201,80.88,29.76,-9.54
1653402213208,80.89,29.86,-9.55
1653402213211,80.88,29.96,-9.53
1653402213216,80.85,30.04,-9.49
1653402213221,80.8,30.11,-9.42
1653402213225,80.74,30.17,-9.33
1653402213229,80.67,30.21,-9.2
1653402213235,80.58,30.25,-9.03
1653402213240,80.48,30.28,-8.81
1653402213245,80.37,30.31,-8.55
1653402213249,80.25,30.33,-8.23
1653402213256,80.13,30.36,-7.86
1653402213261,80.01,30.4,-7.44
1653402213265,79.88,30.44,-6.98
1653402213269,79.77,30.49,-6.49
1653402213273,79.66,30.54,-5.98
1653402213279,79.56,30.59,-5.46
1653402213285,79.49,30.62,-4.94
1653402213289,79.44,30.65,-4.45
1653402213293,79.42,30.67,-4
1653402213297,79.44,30.67,-3.61
1653402213305,79.48,30.66,-3.29
1653402213308,79.55,30.63,-3.07
1653402213312,79.66,30.6,-2.93
1653402213317,79.78,30.56,-2.89
1653402213321,79.93,30.53,-2.95
1653402213327,80.09,30.49,-3.1
1653402213331,80.26,30.47,-3.33
1653402213338,80.44,30.46,-3.62
1653402213343,80.64,30.47,-3.96
1653402213346,80.84,30.49,-4.34
1653402213350,81.05,30.54,-4.73
1653402213355,81.27,30.59,-5.12
1653402213365,81.49,30.66,-5.5
1653402213373,81.71,30.74,-5.86
1653402213374,81.95,30.82,-6.19
1653402213376,82.18,30.91,-6.5
1653402213379,82.41,30.99,-6.78
1653402213388,82.65,31.06,-7.05
1653402213389,82.87,31.11,-7.3
1653402213395,83.08,31.13,-7.54
1653402213399,83.27,31.11,-7.75
1653402213405,83.43,31.07,-7.95
1653402213409,83.56,30.98,-8.12
1653402213415,83.67,30.85,-8.28
1653402213417,83.76,30.68,-8.42
1653402213423,83.83,30.47,-8.54
1653402213426,83.88,30.23,-8.64
1653402213433,83.91,29.97,-8.72
1653402213436,83.93,29.68,-8.79
1653402213442,83.94,29.38,-8.84
1653402213447,83.92,29.08,-8.87
1653402213453,83.9,28.78,-8.88
1653402213456,83.86,28.49,-8.88
1653402213461,83.8,28.22,-8.85
1653402213469,83.74,27.97,-8.79
1653402213472,83.67,27.74,-8.71
1653402213475,83.59,27.54,-8.6
1653402213480,83.51,27.37,-8.45
1653402213486,83.44,27.23,-8.28
1653402213490,83.37,27.11,-8.08
1653402213497,83.31,27.02,-7.85
1653402213501,83.25,26.96,-7.6
1653402213507,83.21,26.91,-7.33
1653402213513,83.17,26.89,-7.04
1653402213516,83.13,26.88,-6.74
1653402213521,83.11,26.87,-6.45
1653402213524,83.09,26.88,-6.15
1653402213528,83.07,26.9,-5.86
1653402213536,83.06,26.92,-5.58
1653402213539,83.06,26.94,-5.31
1653402213544,83.06,26.98,-5.05
1653402213548,83.07,27.01,-4.8
1653402213553,83.09,27.05,-4.58
1653402213560,83.12,27.08,-4.38
1653402213564,83.15,27.12,-4.22
1653402213567,83.19,27.15,-4.08
1653402213577,83.23,27.19,-3.98
1653402213581,83.28,27.21,-3.91
1653402213586,83.33,27.24,-3.87
1653402213589,83.39,27.27,-3.86
1653402213594,83.45,27.29,-3.9
1653402213596,83.51,27.31,-3.97
1653402213604,83.57,27.33,-4.07
1653402213605,83.62,27.34,-4.21
1653402213609,83.66,27.35,-4.37
1653402213614,83.71,27.37,-4.57
1653402213620,83.76,27.37,-4.78
1653402213626,83.8,27.38,-5
1653402213629,83.85,27.38,-5.22
1653402213640,83.91,27.39,-5.62
1653402213640,83.88,27.39,-5.43
1653402213645,83.92,27.39,-5.77
1653402213651,83.92,27.38,-5.87
1653402213653,83.89,27.38,-5.92
1653402213659,83.84,27.37,-5.93
1653402213663,83.77,27.36,-5.88
1653402213667,83.69,27.34,-5.8
1653402213673,83.58,27.31,-5.68
1653402213680,83.46,27.27,-5.55
1653402213682,83.33,27.21,-5.41
1653402213686,83.18,27.12,-5.26
1653402213691,83.03,27.02,-5.12
1653402213696,82.88,26.91,-5
1653402213701,82.73,26.77,-4.89
1653402213708,82.58,26.63,-4.8
1653402213712,82.43,26.47,-4.75
1653402213719,82.29,26.31,-4.72
1653402213723,82.14,26.15,-4.71
1653402213726,82.01,26.01,-4.71
1653402213729,81.87,25.88,-4.72
1653402213739,81.74,25.77,-4.72
1653402213743,81.61,25.69,-4.72
1653402213749,81.49,25.63,-4.71
1653402213750,81.37,25.6,-4.69
1653402213755,81.27,25.59,-4.67
1653402213759,81.18,25.6,-4.66
1653402213763,81.12,25.62,-4.68
1653402213770,81.07,25.64,-4.73
1653402213774,81.05,25.65,-4.82
1653402213785,81.03,25.65,-4.96
1653402213786,81.01,25.63,-5.12
1653402213790,80.97,25.6,-5.3
1653402213794,80.92,25.55,-5.48
1653402213798,80.83,25.48,-5.65
1653402213802,80.72,25.4,-5.79
1653402213807,80.56,25.32,-5.89
1653402213813,80.36,25.23,-5.94
1653402213819,80.14,25.14,-5.93
1653402213823,79.89,25.07,-5.87
1653402213825,79.63,25,-5.74
1653402213830,79.37,24.93,-5.54
1653402213838,79.12,24.87,-5.3
1653402213842,78.89,24.82,-5.03
1653402213845,78.69,24.78,-4.77
1653402213850,78.53,24.75,-4.52
1653402213855,78.41,24.72,-4.31
1653402213861,78.34,24.7,-4.16
1653402213875,78.3,24.68,-4.04
1653402213875,78.3,24.68,-4.07
1653402213876,78.33,24.69,-4.07
1653402213878,78.39,24.72,-4.17
1653402213884,78.46,24.76,-4.33
1653402213887,78.55,24.82,-4.54
1653402213893,78.65,24.89,-4.8
1653402213897,78.76,24.98,-5.08
1653402213909,78.86,25.07,-5.4
1653402213911,78.97,25.18,-5.72
1653402213916,79.06,25.29,-6.05
1653402213920,79.14,25.4,-6.38
1653402213923,79.21,25.51,-6.7
1653402213935,79.26,25.62,-6.99
1653402213936,79.28,25.73,-7.25
1653402213937,79.29,25.82,-7.48
1653402213940,79.28,25.9,-7.67
1653402213945,79.24,25.96,-7.81
1653402213949,79.19,26.01,-7.91
1653402213954,79.11,26.04,-7.96
1653402213961,79.02,26.06,-7.97
1653402213965,78.92,26.06,-7.95
1653402213970,78.81,26.05,-7.9
1653402213978,78.7,26.03,-7.82
1653402213984,78.59,26.02,-7.74
1653402213989,78.48,26.01,-7.64
1653402213990,78.38,26.02,-7.52
1653402213994,78.29,26.04,-7.4
1653402213999,78.21,26.09,-7.28
1653402214004,78.15,26.17,-7.17
1653402214009,78.1,26.28,-7.06
1653402214013,78.07,26.41,-6.96
1653402214018,78.04,26.57,-6.88
1653402214024,78.01,26.75,-6.8
1653402214028,77.98,26.95,-6.72
1653402214034,77.94,27.14,-6.64
1653402214039,77.88,27.34,-6.55
1653402214045,77.82,27.53,-6.45
1653402214050,77.74,27.71,-6.34
1653402214052,77.66,27.88,-6.21
1653402214057,77.57,28.02,-6.06
1653402214060,77.48,28.14,-5.89
1653402214067,77.38,28.24,-5.72
1653402214071,77.3,28.31,-5.55
1653402214077,77.21,28.36,-5.38
1653402214082,77.14,28.38,-5.23
1653402214089,77.07,28.39,-5.1
1653402214090,77.01,28.39,-4.98
1653402214095,76.96,28.38,-4.89
1653402214099,76.92,28.37,-4.83
1653402214105,76.89,28.36,-4.79
1653402214108,76.87,28.36,-4.78
1653402214113,76.85,28.37,-4.78
1653402214119,76.82,28.4,-4.79
1653402214124,76.78,28.43,-4.8
1653402214129,76.72,28.47,-4.82
1653402214133,76.66,28.53,-4.83
1653402214137,76.6,28.59,-4.83
1653402214142,76.53,28.66,-4.83
1653402214149,76.46,28.73,-4.82
1653402214153,76.4,28.8,-4.8
1653402214157,76.35,28.87,-4.78
1653402214163,76.32,28.94,-4.75
1653402214176,76.31,29.01,-4.73
1653402214178,76.31,29.07,-4.7
1653402214179,76.34,29.14,-4.68
1653402214185,76.38,29.2,-4.67
1653402214188,76.44,29.26,-4.66
1653402214193,76.51,29.32,-4.67
1653402214199,76.59,29.38,-4.68
1653402214206,76.68,29.45,-4.7
1653402214207,76.78,29.53,-4.73
1653402214210,76.88,29.61,-4.74
1653402214217,76.98,29.69,-4.75
1653402214219,77.08,29.78,-4.74
1653402214224,77.18,29.87,-4.7
1653402214229,77.27,29.96,-4.64
1653402214239,77.35,30.03,-4.55
1653402214244,77.43,30.09,-4.43
1653402214248,77.5,30.13,-4.31
1653402214251,77.58,30.14,-4.19
1653402214257,77.67,30.12,-4.1
1653402214267,77.77,30.07,-4.07
1653402214268,77.9,29.98,-4.1
1653402214271,78.05,29.87,-4.2
1653402214274,78.21,29.74,-4.36
1653402214277,78.36,29.61,-4.58
1653402214284,78.51,29.48,-4.84
1653402214287,78.64,29.38,-5.13
1653402214292,78.74,29.3,-5.43
1653402214297,78.81,29.27,-5.73
1653402214300,78.86,29.28,-6.01
1653402214308,78.88,29.33,-6.25
1653402214311,78.87,29.43,-6.44
1653402214318,78.85,29.56,-6.58
1653402214322,78.83,29.72,-6.65
1653402214331,78.8,29.89,-6.65
1653402214332,78.78,30.08,-6.59
1653402214337,78.76,30.26,-6.48
1653402214341,78.75,30.43,-6.33
1653402214348,78.74,30.58,-6.15
1653402214350,78.73,30.7,-5.95
1653402214358,78.72,30.78,-5.73
1653402214361,78.7,30.84,-5.52
1653402214364,78.69,30.86,-5.31
1653402214369,78.68,30.84,-5.11
1653402214380,78.67,30.8,-4.95
1653402214381,78.67,30.71,-4.83
1653402214388,78.67,30.6,-4.75
1653402214391,78.68,30.46,-4.73
1653402214394,78.69,30.29,-4.75
1653402214399,78.7,30.09,-4.83
1653402214408,78.7,29.88,-4.96
1653402214411,78.71,29.65,-5.11
1653402214413,78.71,29.42,-5.29
1653402214417,78.7,29.18,-5.49
1653402214422,78.68,28.94,-5.69
1653402214427,78.64,28.7,-5.88
1653402214431,78.6,28.47,-6.06
1653402214445,78.53,28.24,-6.21
1653402214447,78.44,28.03,-6.32
1653402214450,78.34,27.83,-6.4
1653402214452,78.23,27.64,-6.43
1653402214458,78.1,27.46,-6.42
1653402214463,77.96,27.29,-6.36
1653402214470,77.81,27.13,-6.26
1653402214472,77.66,26.98,-6.12
1653402214481,77.51,26.83,-5.94
1653402214486,77.22,26.56,-5.49
1653402214486,77.36,26.69,-5.73
1653402214503,76.82,26.15,-4.69
1653402214503,76.95,26.29,-4.97
1653402214503,77.08,26.42,-5.24
1653402214504,76.71,26.02,-4.41
1653402214507,76.6,25.88,-4.13
1653402214513,76.49,25.74,-3.85
1653402214517,76.4,25.61,-3.59
1653402214525,76.31,25.47,-3.33
1653402214528,76.23,25.35,-3.09
1653402214534,76.15,25.23,-2.87
1653402214538,76.08,25.12,-2.66
1653402214544,76.01,25.02,-2.47
1653402214548,75.95,24.94,-2.29
1653402214551,75.9,24.86,-2.13
1653402214556,75.85,24.8,-1.98
1653402214562,75.82,24.74,-1.86
1653402214566,75.79,24.7,-1.75
1653402214570,75.78,24.66,-1.67
1653402214578,75.78,24.62,-1.63
1653402214582,75.8,24.6,-1.62
1653402214585,75.83,24.59,-1.66
1653402214589,75.87,24.58,-1.74
1653402214597,75.93,24.59,-1.87
1653402214599,76.01,24.61,-2.05
1653402214604,76.1,24.64,-2.28
1653402214609,76.21,24.67,-2.54
1653402214613,76.32,24.71,-2.84
1653402214619,76.46,24.75,-3.18
1653402214625,76.6,24.78,-3.53
1653402214627,76.75,24.81,-3.9
1653402214632,76.9,24.82,-4.27
1653402214637,77.05,24.83,-4.63
1653402214642,77.19,24.83,-4.98
1653402214648,77.32,24.82,-5.3
1653402214652,77.43,24.8,-5.58
1653402214657,77.52,24.78,-5.83
1653402214662,77.58,24.75,-6.05
1653402214667,77.62,24.72,-6.22
1653402214672,77.62,24.68,-6.35
